normalized_ref,source_file,reading_type,raw_ref,candidate_line,method,confidence,page
matthew 11:20-24,weekday_b,gospel,Matthew 11.20-24,Jesus began to reproach the cities,weekday_direct,100,565
matthew 11:25-27,weekday_b,gospel,Matthew 11.25-27,"At that time Jesus said,",weekday_direct,100,567
matthew 11:25-30,sunday,gospel,Mt 11:25-30,AT that time Jesus exclaimed:,sunday_column_right,100,168
matthew 11:25-30,sunday,gospel,Mt 11:25-30,AT that time Jesus exclaimed:,sunday_column_right,100,245
matthew 11:28-30,weekday_a,gospel,Matthew 11.28-30,"At that time, Jesus spoke to the crowds and exclaimed: ""Come to me, all you that are weary",weekday_direct,100,27
matthew 11:28-30,weekday_b,gospel,Matthew 11.28-30,"Jesus said: ""Come to me, all you that are weary",weekday_direct,100,152
matthew 11:28-30,weekday_b,gospel,Matthew 11.28-30,"Jesus said: ""Come to me, all you that are weary",weekday_direct,100,569
matthew 12:1-8,weekday_b,gospel,Matthew 12.1-8,"On the sabbath, Jesus went through the grainfields;",weekday_direct,100,155
matthew 12:1-8,weekday_b,gospel,Matthew 12.1-8,"On the Sabbath, Jesus went through the grainfields;",weekday_direct,100,571
matthew 12:14-21,weekday_b,gospel,Matthew 12.14-21,"The Pharisees went out and conspired against Jesus,",weekday_direct,100,157
matthew 12:14-21,weekday_b,gospel,Matthew 12.14-21,"The Pharisees went out and conspired against Jesus,",weekday_direct,100,573
matthew 12:38-42,weekday_b,gospel,Matthew 12.38-42,"Some of the scribes and Pharisees said to Jesus,",weekday_direct,100,160
matthew 12:38-42,weekday_b,gospel,Matthew 12.38-42,"Some of the scribes and Pharisees said to Jesus,",weekday_direct,100,575
"matthew 12:46, 48-50",weekday_b,gospel,"Matthew 12.46, 48-50","While Jesus was still speaking to the crowds,",weekday_direct,100,162
"matthew 12:46, 48-50",weekday_b,gospel,"Matthew 12.46, 48-50","While Jesus was still speaking to the crowds,",weekday_direct,100,577
matthew 12:46-50,weekday_a,gospel,Matthew 12.46-50,"While Jesus was speaking to the crowds,",weekday_direct,100,662
matthew 13:1-23 or 13:1-9,sunday,gospel,Mt 13:1-23 or 13:1-9,[ Shorter form in brackets. ],sunday_column_right,100,171
matthew 13:1-9,weekday_b,gospel,Matthew 13.1-9,One day Jesus went out of the house and sat beside the sea.,weekday_direct,100,165
matthew 13:1-9,weekday_b,gospel,Matthew 13.1-9,One day Jesus went out of the house and sat beside the sea.,weekday_direct,100,579
matthew 13:10-17,weekday_b,gospel,Matthew 13.10-17,"The disciples came and asked Jesus,",weekday_direct,100,167
matthew 13:10-17,weekday_b,gospel,Matthew 13.10-17,"The disciples came and asked Jesus,",weekday_direct,100,581
matthew 13:16-17,weekday_b,gospel,Matthew 13.16-17,"Jesus said to his disciples: ""Blessed are your eyes, for they see,",weekday_direct,100,884
matthew 13:18-23,weekday_b,gospel,Matthew 13.18-23,"Jesus said to his disciples: ""Hear then the parable of the sower.",weekday_direct,100,170
matthew 13:18-23,weekday_b,gospel,Matthew 13.18-23,"Jesus said to his disciples: ""Hear then the parable of the sower.",weekday_direct,100,583
matthew 13:24-30,weekday_b,gospel,Matthew 13.24-30,Jesus put before the people another parable:,weekday_direct,100,172
matthew 13:24-30,weekday_b,gospel,Matthew 13.24-30,Jesus put before the people another parable:,weekday_direct,100,586
matthew 13:24-43 or 13:24-30,sunday,gospel,Mt 13:24-43 or 13:24-30,[ Shorter form in brackets. ],sunday_column_right,100,174
matthew 13:31-35,weekday_b,gospel,Matthew 13.31-35,Jesus put before the people another parable:,weekday_direct,100,175
matthew 13:31-35,weekday_b,gospel,Matthew 13.31-35,Jesus put before the people another parable:,weekday_direct,100,589
matthew 13:36-43,weekday_b,gospel,Matthew 13.36-43,Jesus left the crowds and went into the house.,weekday_direct,100,178
matthew 13:36-43,weekday_b,gospel,Matthew 13.36-43,Jesus left the crowds and went into the house.,weekday_direct,100,591
matthew 13:44-46,weekday_b,gospel,Matthew 13.44-46,"Jesus said to the crowds: ""The kingdom of heaven is like treasure hidden in a field,",weekday_direct,100,180
matthew 13:44-46,weekday_b,gospel,Matthew 13.44-46,"Jesus said to the crowds: ""The kingdom of heaven is like treasure hidden in a field,",weekday_direct,100,594
matthew 13:47-52,weekday_b,gospel,Matthew 13.47-52,"Jesus said to the crowds: ""The kingdom of heaven is like a net that was thrown into the sea",weekday_direct,100,182
matthew 13:47-52,weekday_b,gospel,Matthew 13.47-52,"Jesus said to the crowds: ""The kingdom of heaven is like a net that was thrown into the sea",weekday_direct,100,595
matthew 13:54-58,weekday_a,gospel,Matthew 13.54-58,Jesus came to his hometown,weekday_direct,100,673
matthew 13:54-58,weekday_b,gospel,Matthew 13.54-58,Jesus came to his hometown,weekday_direct,100,185
matthew 13:54-58,weekday_b,gospel,Matthew 13.54-58,Jesus came to his hometown,weekday_direct,100,598
matthew 14:1-12,weekday_b,gospel,Matthew 14.1-12,Herod the ruler heard reports about Jesus;,weekday_direct,100,187
matthew 14:1-12,weekday_b,gospel,Matthew 14.1-12,Herod the ruler heard reports about Jesus;,weekday_direct,100,600
matthew 14:13-21,weekday_b,gospel,Matthew 14.13-21,"When Jesus heard of the death of John the Baptist,",weekday_direct,100,192
matthew 14:13-21,weekday_b,gospel,Matthew 14.13-21,"When Jesus heard of the death of John the Baptist,",weekday_direct,100,604
matthew 14:13-21,sunday,gospel,Mt 14:13-21,"WHEN Jesus heard of the death of John the Baptist,",sunday_column_right,100,180
matthew 14:22-33,weekday_b,gospel,Matthew 14.22-33,"Immediately after feeding the people in the wilderness, Jesus made the disciples get into the boat",weekday_direct,100,951
matthew 14:22-33,sunday,gospel,Mt 14:22-33,"AFTER he had fed the people, Jesus made the disciples get into a boat",sunday_column_right,100,183
matthew 14:22-36,weekday_b,gospel,Matthew 14.22-36,"After the crowd had eaten enough,",weekday_direct,100,190
matthew 14:22-36,weekday_b,gospel,Matthew 14.22-36,"After the crowd had eaten enough,",weekday_direct,100,195
matthew 14:22-36,weekday_b,gospel,Matthew 14.22-36,"After the crowd had eaten enough,",weekday_direct,100,603
matthew 14:22-36,weekday_b,gospel,Matthew 14.22-36,"After the crowd had eaten enough,",weekday_direct,100,608
"matthew 15:1-2, 10-14",weekday_b,gospel,"Matthew 15.1-2, 10-14","Pharisees and scribes came to Jesus from Jerusalem and said,",weekday_direct,100,194
"matthew 15:1-2, 10-14",weekday_b,gospel,"Matthew 15.1-2, 10-14","Pharisees and scribes came to Jesus from Jerusalem and said,",weekday_direct,100,607
matthew 15:21-28,weekday_b,gospel,Matthew 15.21-28,Jesus went to the district of Tyre and Sidon.,weekday_direct,100,199
matthew 15:21-28,weekday_b,gospel,Matthew 15.21-28,Jesus went to the district of Tyre and Sidon.,weekday_direct,100,610
matthew 15:21-28,sunday,gospel,Mt 15:21-28,"AT that time, Jesus withdrew to the region of Tyre and Sidon.",sunday_column_right,100,186
matthew 15:29-37,weekday_a,gospel,Matthew 15.29-37,"After Jesus had left Tyre and Sidon,",weekday_direct,100,12
matthew 16:13-19,weekday_a,gospel,Matthew 16.13-19,"When Jesus came into the district of Caesarea Philippi,",weekday_direct,100,648
matthew 16:13-19,weekday_b,gospel,Matthew 16.13-19,"When Jesus came into the district of Caesarea Philippi,",weekday_direct,100,873
matthew 16:13-19,sunday,gospel,Mt 16:13-19,WHEN Jesus went into the region of Caesarea Philippi,sunday_column_right,100,251
matthew 16:13-20,sunday,gospel,Mt 16:13-20,JESUS went into the region of Caesarea Philippi and,sunday_column_right,100,189
matthew 16:13-23,weekday_b,gospel,Matthew 16.13-23,"When Jesus came into the district of Caesarea Philippi,",weekday_direct,100,201
matthew 16:13-23,weekday_b,gospel,Matthew 16.13-23,"When Jesus came into the district of Caesarea Philippi,",weekday_direct,100,612
matthew 16:21-27,sunday,gospel,Mt 16:21-27,JESUS began to show his disciples,sunday_column_right,100,192
matthew 16:24-28,weekday_b,gospel,Matthew 16.24-28,"Jesus told his disciples,",weekday_direct,100,204
matthew 16:24-28,weekday_b,gospel,Matthew 16.24-28,"Jesus told his disciples,",weekday_direct,100,615
matthew 17:1-9,sunday,gospel,Mt 17:1-9,"JESUS took Peter, James, and John his brother,",sunday_column_right,100,48
matthew 17:1-9,sunday,gospel,Mt 17:1-9,"JESUS took Peter, James, and his brother, John,",sunday_column_right,100,252
matthew 17:10-13,weekday_a,gospel,Matthew 17.10-13,"After the transfiguration, as Jesus and the disciples were coming down the mountain, the disciples asked him,",weekday_direct,100,32
matthew 17:14-20,weekday_b,gospel,Matthew 17.14-20,"After the transfiguration, Jesus, with Peter, James and John, came down from the mountain. When they came to the crowd,",weekday_direct,100,206
matthew 17:14-20,weekday_b,gospel,Matthew 17.14-20,"After the transfiguration,",weekday_direct,100,617
matthew 17:22-27,weekday_b,gospel,Matthew 17.22-27,"As the disciples were gathering in Galilee, Jesus said to them,",weekday_direct,100,208
matthew 17:22-27,weekday_b,gospel,Matthew 17.22-27,"As the disciples were gathering in Galilee, Jesus said to them,",weekday_direct,100,620
matthew 18:1-5,weekday_b,gospel,Matthew 18.1-5,"The disciples came to Jesus and asked,",weekday_direct,100,925
"matthew 18:1-5, 10",weekday_b,gospel,"Matthew 18.1-5, 10","The disciples came to Jesus and asked,",weekday_direct,100,927
"matthew 18:1-5, 10, 12-14",weekday_b,gospel,"Matthew 18.1-5, 10, 12-14","At that time the disciples came to Jesus and asked,",weekday_direct,100,211
"matthew 18:1-5, 10, 12-14",weekday_b,gospel,"Matthew 18.1-5, 10, 12-14","At that time the disciples came to Jesus and asked,",weekday_direct,100,622
matthew 18:12-14,weekday_a,gospel,Matthew 18.12-14,"Jesus asked the disciples: ""What do you think?",weekday_direct,100,25
matthew 18:15-20,weekday_b,gospel,Matthew 18.15-20,"Jesus said to his disciples: ""If your brother or sister sins against you,",weekday_direct,100,213
matthew 18:15-20,weekday_b,gospel,Matthew 18.15-20,"Jesus said to his disciples: ""If your brother or sister sins against you,",weekday_direct,100,625
matthew 18:15-20,sunday,gospel,Mt 18:15-20,"If your brother sins against you,",sunday_column_right,100,195
matthew 18:21 - 19.1,weekday_b,gospel,Matthew 18.21 - 19.1,"Peter came to Jesus and said,",weekday_direct,100,216
matthew 18:21-35,weekday_a,gospel,Matthew 18.21-35,"Peter came and said to Jesus,",weekday_direct,100,429
matthew 18:21-35,sunday,gospel,Mt 18:21-35,"PETER approached Jesus and asked him,",sunday_column_right,100,198
matthew 18:21-35 - 19.1,weekday_b,gospel,Matthew 18.21-35 – 19.1,"Peter came to Jesus and said,",weekday_direct,100,628
matthew 18:23-27,weekday_b,gospel,Matthew 18.23-27,"Jesus got into a boat, and his disciples followed him.",weekday_direct,100,115
matthew 18:23-27,weekday_b,gospel,Matthew 18.23-27,"Jesus got into a boat, and his disciples followed him.",weekday_direct,100,538
matthew 19:13-15,weekday_b,gospel,Matthew 19.13-15,Little children were being brought to Jesus,weekday_direct,100,222
matthew 19:13-15,weekday_b,gospel,Matthew 19.13-15,Little children were being brought to Jesus,weekday_direct,100,635
matthew 19:16-22,weekday_b,gospel,Matthew 19.16-22,"A man came to Jesus and said,",weekday_direct,100,225
matthew 19:16-22,weekday_b,gospel,Matthew 19.16-22,"A man came to Jesus and said,",weekday_direct,100,637
matthew 19:16-26,weekday_a,gospel,Matthew 19.16-26,"Someone came to Jesus and said,",weekday_direct,100,630
matthew 19:23-30,weekday_b,gospel,Matthew 19.23-30,"Jesus said to his disciples,",weekday_direct,100,227
matthew 19:23-30,weekday_b,gospel,Matthew 19.23-30,"Jesus said to his disciples,",weekday_direct,100,640
matthew 19:3-12,weekday_b,gospel,Matthew 19.3-12,"Some Pharisees came to Jesus, and to test him they asked,",weekday_direct,100,219
matthew 19:3-12,weekday_b,gospel,Matthew 19.3-12,"Some Pharisees came to Jesus, and to test him they asked,",weekday_direct,100,632
"matthew 1:1-16, 18-23",weekday_b,gospel,"Matthew 1.1-16, 18-23","An account of the genealogy of Jesus the Messiah,",weekday_direct,100,909
matthew 1:1-17,weekday_a,gospel,Matthew 1.1-17,"An account of the genealogy of Jesus the Messiah,",weekday_direct,100,47
"matthew 1:16, 18-21, 24a",weekday_a,gospel,"Matthew 1.16, 18-21, 24a","Jacob was the father of Joseph, the husband of Mary,",weekday_direct,100,654
matthew 1:18-24,weekday_a,gospel,Matthew 1.18-24,The birth of Jesus the Messiah took place in this way.,weekday_direct,100,50
matthew 1:18-24,sunday,gospel,Mt 1:18-24,THIS is how the birth of Jesus Christ came about.,sunday_column_right,100,24
matthew 20:1-16a,weekday_b,gospel,Matthew 20.1-16a,"Jesus spoke this parable to the disciples: ""The kingdom of heaven is like a landowner",weekday_direct,100,230
matthew 20:1-16a,weekday_b,gospel,Matthew 20.1-16a,"Jesus spoke this parable to the disciples: ""The kingdom of heaven is like a landowner",weekday_direct,100,643
matthew 20:1-16a,sunday,gospel,Mt 20:1-16a,JESUS told his disciples this parable:,sunday_column_right,100,202
matthew 20:17-28,weekday_a,gospel,Matthew 20.17-28,"As Jesus was going up to Jerusalem,",weekday_direct,100,408
matthew 20:20-28,weekday_b,gospel,Matthew 20.20-28,"The mother of the sons of Zebedee came to Jesus with her sons,",weekday_direct,100,882
matthew 21:23-27,weekday_a,gospel,Matthew 21.23-27,"When Jesus entered the temple,",weekday_direct,100,34
matthew 21:28-32,weekday_a,gospel,Matthew 21.28-32,"One day when Jesus was in the temple teaching he spoke to the chief priests and the elders of the people, and asked them this question: THIRD WEEK OF ADVENT",weekday_direct,100,36
matthew 21:28-32,sunday,gospel,Mt 21:28-32,JESUS said to the chief priests and elders of the people:,sunday_column_right,100,205
matthew 21:33-43,sunday,gospel,Mt 21:33-43,JESUS said to the chief priests and the elders of the people:,sunday_column_right,100,208
"matthew 21:33-43, 45-46",weekday_a,gospel,"Matthew 21.33-43, 45-46","Jesus entered the temple; and as he was teaching, the chiefs priests and the Pharisees came to him. Jesus said to them: ""Listen to a parable.",weekday_direct,100,414
matthew 22:1-14,weekday_b,gospel,Matthew 22.1-14,Once more Jesus spoke to the chief priests,weekday_direct,100,233
matthew 22:1-14,weekday_b,gospel,Matthew 22.1-14,Once more Jesus spoke to the chief priests,weekday_direct,100,645
matthew 22:1-14 or 22:1-10,sunday,gospel,Mt 22:1-14 or 22:1-10,[ Shorter form in brackets. ],sunday_column_right,100,211
matthew 22:15-21,sunday,gospel,Mt 22:15-21,THE Pharisees went off,sunday_column_right,100,214
matthew 22:34-40,weekday_b,gospel,Matthew 22.34-40,"When the Pharisees heard that Jesus had silenced the Sadducees,",weekday_direct,100,236
matthew 22:34-40,weekday_b,gospel,Matthew 22.34-40,"When the Pharisees heard that Jesus had silenced the Sadducees,",weekday_direct,100,648
matthew 22:34-40,sunday,gospel,Mt 22:34-40,"WHEN the Pharisees heard that Jesus had silenced the Sadducees,",sunday_column_right,100,217
matthew 23:1-12,weekday_a,gospel,Matthew 23.1-12,"Jesus said to the crowds and to his disciples,",weekday_direct,100,406
matthew 23:1-12,weekday_b,gospel,Matthew 23.1-12,"Jesus said to the crowds and to his disciples,",weekday_direct,100,239
matthew 23:1-12,weekday_b,gospel,Matthew 23.1-12,"Jesus said to the crowds and to his disciples,",weekday_direct,100,650
matthew 23:1-12,sunday,gospel,Mt 23:1-12,"JESUS spoke to the crowds and to his disciples, saying,",sunday_column_right,100,220
matthew 23:13-22,weekday_b,gospel,Matthew 23.13-22,"Jesus said to the crowds, ""Woe to you, scribes and Pharisees, hypocrites!",weekday_direct,100,241
matthew 23:13-22,weekday_b,gospel,Matthew 23.13-22,"Jesus said to the crowds, ""Woe to you, scribes and Pharisees, hypocrites!",weekday_direct,100,652
matthew 23:23-26,weekday_b,gospel,Matthew 23.23-26,"Jesus said to the crowds, ""Woe to you, scribes and Pharisees, hypocrites!",weekday_direct,100,243
matthew 23:23-26,weekday_b,gospel,Matthew 23.23-26,"Jesus said to the crowds, ""Woe to you, scribes and Pharisees, hypocrites!",weekday_direct,100,654
matthew 23:27-32,weekday_b,gospel,Matthew 23.27-32,"Jesus said to the crowds, ""Woe to you, scribes and Pharisees, hypocrites!",weekday_direct,100,245
matthew 23:27-32,weekday_b,gospel,Matthew 23.27-32,"Jesus said to the crowds, ""Woe to you, scribes and Pharisees, hypocrites!",weekday_direct,100,656
matthew 24:4-13,weekday_b,gospel,Matthew 24.4-13,"Jesus said to his disciples: ""Beware that no one leads you astray.",weekday_direct,100,874
matthew 24:42-51,weekday_b,gospel,Matthew 24.42-51,"Jesus spoke to his disciples: ""Keep awake,",weekday_direct,100,247
matthew 24:42-51,weekday_b,gospel,Matthew 24.42-51,"Jesus spoke to his disciples: ""Keep awake,",weekday_direct,100,658
matthew 25:1-13,weekday_b,gospel,Matthew 25.1-13,"Jesus told this parable to his disciples: ""The kingdom of heaven will be like this.",weekday_direct,100,249
matthew 25:1-13,weekday_b,gospel,Matthew 25.1-13,"Jesus told this parable to his disciples: ""The kingdom of heaven will be like this.",weekday_direct,100,660
matthew 25:1-13,sunday,gospel,Mt 25:1-13,JESUS told his disciples this parable:,sunday_column_right,100,223
matthew 25:14-30,weekday_b,gospel,Matthew 25.14-30,"Jesus told this parable to the disciples: ""The kingdom of heaven will be like this. It is as if a man, going on a journey,",weekday_direct,100,251
"matthew 25:14-30 or 25:14-15, 19-21",sunday,gospel,"Mt 25:14-30 or 25:14-15, 19-21",[ Shorter form in brackets. ],sunday_column_right,100,226
matthew 25:31-40,weekday_b,gospel,Matthew 25.31-40,"Jesus said to his disciples: ""When the Son of Man comes in his glory,",weekday_direct,100,932
matthew 25:31-46,weekday_a,gospel,Matthew 25.31-46,"Jesus said to his disciples: ""When the Son of Man comes in his glory,",weekday_direct,100,391
matthew 25:31-46,sunday,gospel,Mt 25:31-46,"When the Son of Man comes in his glory,",sunday_column_right,100,229
matthew 26:14-26,weekday_a,gospel,Matthew 26.14-26,"One of the twelve, who was called Judas Iscariot,",weekday_direct,100,497
matthew 28:16-20,sunday,gospel,Mt 28:16-20,"THE eleven disciples went to Galilee,",sunday_column_right,100,237
matthew 28:8-15,weekday_a,gospel,Matthew 28.8-15,After Mary Magdalene and the other Mary had heard,weekday_direct,100,501
matthew 2:1-12,sunday,gospel,Mt 2:1-12,"WHEN Jesus was born in Bethlehem of Judea,",sunday_column_right,100,39
matthew 2:13-18,weekday_a,gospel,Matthew 2.13-18,"After the wise men had left,",weekday_direct,100,73
matthew 2:13-18,weekday_a,gospel,Matthew 2.13-18,"After the wise men had left,",weekday_direct,100,621
matthew 3:1-12,sunday,gospel,Mt 3:1-12,"JOHN the Baptist appeared, preaching in the desert of Judea",sunday_column_right,100,18
matthew 4:1-11,sunday,gospel,Mt 4:1-11,AT that time Jesus was led by the Spirit into the desert,sunday_column_right,100,45
"matthew 4:12-17, 23-25",weekday_a,gospel,"Matthew 4.12-17, 23-25","Now when Jesus heard that John had been arrested,",weekday_direct,100,96
matthew 4:12-23 or 4:12-17,sunday,gospel,Mt 4:12-23 or 4:12-17,[ Shorter form in brackets. ],sunday_column_right,100,135
matthew 4:17,sunday,gospel,Matthew 4:17,SOME people told Jesus about the Galileans,sunday_column_right,100,55
matthew 4:18-22,weekday_a,gospel,Matthew 4.18-22,"As Jesus walked by the Sea of Galilee, he saw two brothers,",weekday_direct,100,610
matthew 4:18-22,weekday_b,gospel,Matthew 4.18-22,"As Jesus walked by the Sea of Galilee, he saw two brothers,",weekday_direct,100,954
matthew 4:4b,sunday,gospel,Matthew 4:4b,AT that time Jesus was led by the Spirit into the desert,sunday_column_right,100,45
matthew 4:4b,sunday,gospel,Matthew 4:4b,"FILLED with the Holy Spirit, Jesus returned from the Jordan",sunday_column_right,100,47
matthew 5:1-12,weekday_b,gospel,Matthew 5.1-12,"When Jesus saw the crowds, he went up the mountain;",weekday_direct,100,68
matthew 5:1-12,weekday_b,gospel,Matthew 5.1-12,"When Jesus saw the crowds, he went up the mountain;",weekday_direct,100,491
matthew 5:1-12a,weekday_b,gospel,Matthew 5.1-12a,"When Jesus saw the crowds, he went up the mountain;",weekday_direct,100,942
matthew 5:1-12a,sunday,gospel,Mt 5:1-12a,"WHEN Jesus saw the crowds, he went up the mountain,",sunday_column_right,100,138
matthew 5:1-12a,sunday,gospel,Mt 5:1-12a,"WHEN Jesus saw the crowds, he went up the mountain,",sunday_column_right,100,258
matthew 5:13-16,weekday_a,gospel,Matthew 5.13-16,"Jesus said to his disciples, ""You are the salt of the earth;",weekday_direct,100,625
matthew 5:13-16,weekday_b,gospel,Matthew 5.13-16,"Jesus said to his disciples: ""You are the salt of the earth;",weekday_direct,100,70
matthew 5:13-16,weekday_b,gospel,Matthew 5.13-16,"Jesus said to his disciples: ""You are the salt of the earth;",weekday_direct,100,493
matthew 5:13-16,sunday,gospel,Mt 5:13-16,You are the salt of the earth.,sunday_column_right,100,141
matthew 5:17-19,weekday_a,gospel,Matthew 5.17-19,"Jesus went up the mountain, and he began to teach his disciples: ""Do not think that I have come to abolish the law or the prophets;",weekday_direct,100,432
matthew 5:17-19,weekday_b,gospel,Matthew 5.17-19,"Jesus said to the disciples,",weekday_direct,100,72
matthew 5:17-19,weekday_b,gospel,Matthew 5.17-19,"Jesus said to the disciples,",weekday_direct,100,496
"matthew 5:17-37 or 5:20-22a, 27-28, 33-34a, 37",sunday,gospel,"Mt 5:17-37 or 5:20-22a, 27-28, 33-34a, 37",[ JESUS said to his disciples: ],sunday_column_right,100,144
matthew 5:20-16,weekday_a,gospel,Matthew 5.20-16,"Jesus went up the mountain; and after he sat down, his disciples came to him and he taught them. ""I tell you,",weekday_direct,100,400
matthew 5:20-26,weekday_b,gospel,Matthew 5.20-26,"Jesus said to his disciples: ""For I tell you, unless your righteousness",weekday_direct,100,74
matthew 5:20-26,weekday_b,gospel,Matthew 5.20-26,"Jesus said to his disciples: ""For I tell you, unless your righteousness",weekday_direct,100,498
matthew 5:27-32,weekday_b,gospel,Matthew 5.27-32,"Jesus said to his disciples: ""You have heard that it was said,",weekday_direct,100,77
matthew 5:27-32,weekday_b,gospel,Matthew 5.27-32,"Jesus said to his disciples: ""You have heard that it was said,",weekday_direct,100,500
matthew 5:33-37,weekday_b,gospel,Matthew 5.33-37,"Jesus said to his disciples: ""You have heard that it was said to those of ancient times,",weekday_direct,100,79
matthew 5:33-37,weekday_b,gospel,Matthew 5.33-37,"Jesus said to his disciples: ""You have heard that it was said to those of ancient times,",weekday_direct,100,502
matthew 5:38-42,weekday_b,gospel,Matthew 5.38-42,"Jesus said to his disciples: ""You have heard that it was said,",weekday_direct,100,81
matthew 5:38-42,weekday_b,gospel,Matthew 5.38-42,"Jesus said to his disciples: ""You have heard that it was said,",weekday_direct,100,505
matthew 5:38-48,sunday,gospel,Mt 5:38-48,"You have heard that it was said,",sunday_column_right,100,147
matthew 5:43-48,weekday_a,gospel,Matthew 5.43-48,"When the disciples had gathered around Jesus on the mountain, he spoke to them: ""You have heard that it was said,",weekday_direct,100,402
matthew 5:43-48,weekday_b,gospel,Matthew 5.43-48,"Jesus said to his disciples: ""You have heard that it was said,",weekday_direct,100,83
matthew 5:43-48,weekday_b,gospel,Matthew 5.43-48,"Jesus said to his disciples: ""You have heard that it was said,",weekday_direct,100,507
"matthew 6:1-6, 16-18",weekday_a,gospel,"Matthew 6.1-6, 16-18","Jesus said to the disciples, ""Beware of practising your piety before others",weekday_direct,100,380
"matthew 6:1-6, 16-18",weekday_b,gospel,"Matthew 6.1-6, 16-18","Jesus said to his disciples: ""Beware of practising your piety before others",weekday_direct,100,85
"matthew 6:1-6, 16-18",weekday_b,gospel,"Matthew 6.1-6, 16-18","Jesus said to his disciples: ""Beware of practising your piety before others",weekday_direct,100,509
"matthew 6:1-6, 16-18",sunday,gospel,"Mt 6:1-6, 16-18",Take care not to perform righteous deeds,sunday_column_right,100,44
matthew 6:19-23,weekday_b,gospel,Matthew 6.19-23,"Jesus said to his disciples: ""Do not store up for yourselves treasures on earth,",weekday_direct,100,90
matthew 6:19-23,weekday_b,gospel,Matthew 6.19-23,"Jesus said to his disciples: ""Do not store up for yourselves treasures on earth,",weekday_direct,100,515
matthew 6:24-34,weekday_b,gospel,Matthew 6.24-34,"Jesus said to his disciples: ""No one can serve two masters;",weekday_direct,100,92
matthew 6:24-34,weekday_b,gospel,Matthew 6.24-34,"Jesus said to his disciples: ""No one can serve two masters;",weekday_direct,100,518
matthew 6:24-34,sunday,gospel,Mt 6:24-34,No one can serve two masters.,sunday_column_right,100,150
matthew 6:7-15,weekday_a,gospel,Matthew 6.7-15,"When the disciples had gathered around Jesus on the hillside, he began to teach them: ""When you are praying,",weekday_direct,100,394
matthew 6:7-15,weekday_b,gospel,Matthew 6.7-15,"Jesus said to his disciples: ""When you are praying,",weekday_direct,100,88
matthew 6:7-15,weekday_b,gospel,Matthew 6.7-15,"Jesus said to his disciples: ""When you are praying,",weekday_direct,100,512
matthew 7:1-5,weekday_b,gospel,Matthew 7.1-5,"Jesus said to his disciples: ""Do not judge, so that you may not be judged.",weekday_direct,100,95
matthew 7:1-5,weekday_b,gospel,Matthew 7.1-5,"Jesus said to his disciples: ""Do not judge, so that you may not be judged.",weekday_direct,100,520
matthew 7:15-20,weekday_b,gospel,Matthew 7.15-20,"Jesus said to his disciples: ""Beware of false prophets, who come to you in sheep's clothing",weekday_direct,100,100
matthew 7:15-20,weekday_b,gospel,Matthew 7.15-20,"Jesus said to his disciples: ""Beware of false prophets, who come to you in sheep's clothing",weekday_direct,100,525
"matthew 7:21, 24-27",weekday_a,gospel,"Matthew 7.21, 24-27","When Jesus saw the crowds, he went up the mountain and sat down. His disciples came to him and he taught them, saying: ""Not everyone who says to me,",weekday_direct,100,15
matthew 7:21-27,sunday,gospel,Mt 7:21-27,"Not everyone who says to me, 'Lord, Lord,'",sunday_column_right,100,153
matthew 7:21-29,weekday_b,gospel,Matthew 7.21-29,"Jesus said to his disciples: ""Not everyone who says to me, 'Lord, Lord,'",weekday_direct,100,103
matthew 7:21-29,weekday_b,gospel,Matthew 7.21-29,"Jesus said to his disciples: ""Not everyone who says to me, 'Lord, Lord,'",weekday_direct,100,528
"matthew 7:6, 12-14",weekday_b,gospel,"Matthew 7.6, 12-14","Jesus said to his disciples: ""Do not give what is holy to dogs;",weekday_direct,100,98
"matthew 7:6, 12-14",weekday_b,gospel,"Matthew 7.6, 12-14","Jesus said to his disciples: ""Do not give what is holy to dogs;",weekday_direct,100,523
matthew 7:7-12,weekday_a,gospel,Matthew 7.7-12,"Gathered on the hillside with the disciples, Jesus began to teach them: ""Ask, and it will be given you;",weekday_direct,100,398
matthew 8:1-4,weekday_b,gospel,Matthew 8.1-4,"When Jesus had come down from the mountain,",weekday_direct,100,106
matthew 8:1-4,weekday_b,gospel,Matthew 8.1-4,"When Jesus had come down from the mountain,",weekday_direct,100,531
matthew 8:18-22,weekday_b,gospel,Matthew 8.18-22,"When Jesus saw great crowds around him,",weekday_direct,100,112
matthew 8:18-22,weekday_b,gospel,Matthew 8.18-22,"When Jesus saw great crowds around him,",weekday_direct,100,536
matthew 8:28-34,weekday_b,gospel,Matthew 8.28-34,"When Jesus came to the other side of the sea,",weekday_direct,100,117
matthew 8:28-34,weekday_b,gospel,Matthew 8.28-34,"When Jesus came to the other side of the sea,",weekday_direct,100,540
"matthew 8:5-11, 13",weekday_a,gospel,"Matthew 8.5-11, 13","When Jesus entered Capernaum,",weekday_direct,100,8
matthew 8:5-17,weekday_b,gospel,Matthew 8.5-17,"When Jesus entered Capernaum, a centurion came to him,",weekday_direct,100,108
matthew 8:5-17,weekday_b,gospel,Matthew 8.5-17,"When Jesus entered Capernaum, a centurion came to him,",weekday_direct,100,533
matthew 9:1-8,weekday_b,gospel,Matthew 9.1-8,After getting into a boat,weekday_direct,100,120
matthew 9:1-8,weekday_b,gospel,Matthew 9.1-8,After getting into a boat,weekday_direct,100,543
