normalized_ref,source_file,reading_type,raw_ref,candidate_line,method,confidence,page
acts 11:21b-26; 13.1-3,weekday_b,first_reading,Acts 11.21b-26; 13.1-3,At Antioch a great number of the Hellenists became believers,weekday_direct,100,856
acts 12:1-11,weekday_b,first_reading,Acts 12.1-11,"In those days, King Herod laid violent hands upon some who belonged to the church.",weekday_direct,100,870
acts 12:1-11,sunday,first_reading,Acts 12:1-11,"IN those days, King Herod laid hands upon some members of the Church to harm them.",sunday_column_left,100,251
acts 12:24 - 13.5a,weekday_a,first_reading,Acts 12.24 - 13.5a,The word of God continued to advance and gain adherents.,weekday_direct,100,552
acts 13:13-25,weekday_a,first_reading,Acts 13.13-25,Paul and his companions set sail from Paphos,weekday_direct,100,554
"acts 13:14, 43-52",sunday,first_reading,"Acts 13:14, 43-52",PAUL and Barnabas continued on from Perga and reached Antiochin Pisidia.,sunday_column_left,100,100
"acts 13:16-17, 22-25",sunday,second_reading,"Acts 13:16-17, 22-25","WHEN Paul reached Antioch in Pisidia and entered the synagogue, he stood up, motioned with his hand, and said,",sunday_column_left,100,27
"acts 13:16-17, 22-25",sunday,second_reading,"Acts 13:16-17, 22-25","WHEN Paul reached Antioch in Pisidia and entered the synagogue, he stood up, motioned with his hand, and said,",sunday_column_left,100,28
"acts 13:16-17, 22-25",sunday,second_reading,"Acts 13:16-17, 22-25","WHEN Paul reached Antioch in Pisidia and entered the synagogue, he stood up, motioned with his hand, and said,",sunday_column_left,100,30
acts 13:22-26,sunday,second_reading,Acts 13:22-26,"IN those days, Paul said: ""God raised up David as king;",sunday_column_left,100,249
acts 13:26-33,weekday_a,first_reading,Acts 13.26-33,"When Paul and his companion reached Antioch, they went to the synagogue. Paul was invited to address the people, so he stood up and began to speak. ""My brothers, you descendants of Abraham's family,",weekday_direct,100,556
acts 13:44-52,weekday_a,first_reading,Acts 13.44-52,The next sabbath,weekday_direct,100,558
acts 14:19-28,weekday_a,first_reading,Acts 14.19-28,While Paul and Barnabas were at Lystra some Jews came there from Antioch and Iconium and won over the crowds.,weekday_direct,100,563
acts 14:21-27,sunday,first_reading,Acts 14:21-27,AFTER Paul and Barnabas had proclaimed the good news to that city,sunday_column_left,100,103
acts 14:5-18,weekday_a,first_reading,Acts 14.5-18,"At Iconium Paul and Barnabas spoke in such a way that a great number of both Jews and Greeks became believers. But the residents of the city were divided, so that when an attempt was made by both Gentiles and Jews,",weekday_direct,100,561
"acts 15:1-2, 22-29",sunday,first_reading,"Acts 15:1-2, 22-29","SOME who had come down from Judea were instructing the brothers, ""Unless you are circumcised according to the Mosaic practice,",sunday_column_left,100,106
acts 15:1-6,weekday_a,first_reading,Acts 15.1-6,"Certain individuals came down from Judea and were teaching the brothers,",weekday_direct,100,566
acts 15:22-31,weekday_a,first_reading,Acts 15.22-31,"The apostles and the elders,",weekday_direct,100,570
acts 15:7-21,weekday_a,first_reading,Acts 15.7-21,"The apostles and the elders met together to consider the conversion of the Gentiles. After there had been much debate,",weekday_direct,100,568
acts 16:1-10,weekday_a,first_reading,Acts 16.1-10,"Paul left Antioch, taking with him Silas, and went on to Derbe and to Lystra,",weekday_direct,100,572
acts 16:11-15,weekday_a,first_reading,Acts 16.11-15,With Paul we set sail from Troas,weekday_direct,100,575
acts 16:22-34,weekday_a,first_reading,Acts 16.22-34,"While Paul and Silas were in Philippi, the crowd joined in attacking them,",weekday_direct,100,576
"acts 17:15, 22 - 18.1",weekday_a,first_reading,"Acts 17.15, 22 - 18.1",Those who conducted Paul brought him as far as Athens;,weekday_direct,100,579
acts 18:1-8,weekday_a,first_reading,Acts 18.1-8,Paul left Athens and went to Corinth.,weekday_direct,100,581
acts 18:23-28,weekday_a,first_reading,Acts 18.23-28,After spending some time at Antioch,weekday_direct,100,586
acts 18:9-18,weekday_a,first_reading,Acts 18.9-18,"At Corinth one night the Lord said to Paul in a vision,",weekday_direct,100,583
acts 19:1-8,weekday_a,first_reading,Acts 19.1-8,"While Apollos was in Corinth,",weekday_direct,100,588
acts 1:1-11,sunday,first_reading,Acts 1:1-11,"IN the first book, Theophilus, I dealt with all that Jesus did and taught",sunday_column_left,100,107
acts 1:1-11,sunday,first_reading,Acts 1:1-11,"IN the first book, Theophilus, I dealt with all that Jesus did and taught",sunday_column_left,100,108
acts 1:12-14,sunday,first_reading,Acts 1:12-14,AFTER Jesus had been taken up to heaven the apostles returned to Jerusalem,sunday_column_left,100,110
"acts 1:15-17, 20-26",weekday_a,first_reading,"Acts 1.15-17, 20-26","In the days following the Lord's return to heaven,",weekday_direct,100,680
"acts 1:15-17, 20-26",weekday_b,first_reading,"Acts 1.15-17, 20-26","In the days following the Lord's return to heaven,",weekday_direct,100,839
"acts 1:15-17, 20a, 20c-26",sunday,first_reading,"Acts 1:15-17, 20a, 20c-26",PETER stood up in the midst of the brothers -there was a group of about one hundred and twenty persons,sunday_column_left,100,111
acts 20:17-27,weekday_a,first_reading,Acts 20.17-27,"Paul, having travelled throughout Greece, was eager to be in Jerusalem, if possible, on the day of Pentecost. From Miletus he sent a message to Ephesus,",weekday_direct,100,590
acts 20:28-38,weekday_a,first_reading,Acts 20.28-38,"At Ephesus, Paul sent for the elders, and when they came to him he made his farewell: ""Keep watch over yourselves and over all the flock,",weekday_direct,100,592
acts 22:3-16,weekday_a,first_reading,Acts 22.3-16,"Paul spoke to the people in Jerusalem: ""I am a Jew, born in Tarsus in Cilicia,",weekday_direct,100,632
acts 22:30; 23.6-11,weekday_a,first_reading,Acts 22.30; 23.6-11,"A number of days after Paul had arrived in Jerusalem, some Jews from Asia stirred up the crowd against Paul as he was leaving the temple. While they were trying to kill Paul, word came to the tribune of the cohort that all Jerusalem was in an uproar. Immediately he took some soldiers and arrested Paul. Since the tribune wanted to find out what Paul was being accused of by the Jews,",weekday_direct,100,595
acts 24:27; 25.13b-21,weekday_a,first_reading,Acts 24.27; 25.13b-21++,"The tribune who had arrested Paul sent him to Caesarea to be tried by Felix the governor. After two years had passed,",weekday_direct,100,598
"acts 28:11-16, 30-31",weekday_b,first_reading,"Acts 28.11-16, 30-31","Three months after arriving in Malta, with Paul",weekday_direct,100,950
"acts 28:16-20, 30-31",weekday_a,first_reading,"Acts 28.16-20, 30-31","Since Paul had appealed to the emperor, Festus sent Paul to Rome. When he came into Rome,",weekday_direct,100,600
acts 2:1-11,sunday,first_reading,Acts 2:1-11,"WHEN the time for Pentecost was fulfilled, they were all in one place together.",sunday_column_left,100,119
acts 2:1-11,sunday,first_reading,Acts 2:1-11,"WHEN the time for Pentecost was fulfilled, they were all in one place together.",sunday_column_left,100,120
acts 2:1-11,sunday,first_reading,Acts 2:1-11,"WHEN the time for Pentecost was fulfilled, they were all in one place together.",sunday_column_left,100,122
acts 2:1-11,sunday,first_reading,Acts 2:1-11,"WHEN the time for Pentecost was fulfilled, they were all in one place together.",sunday_column_left,100,123
acts 2:1-11,sunday,first_reading,Acts 2:1-11,"WHEN the time for Pentecost was fulfilled, they were all in one place together.",sunday_column_left,100,124
acts 2:1-11,sunday,first_reading,Acts 2:1-11,"WHEN the time for Pentecost was fulfilled, they were all in one place together.",sunday_column_left,100,125
"acts 2:14, 22-33",weekday_a,first_reading,"Acts 2.14, 22-33","When the day of Pentecost had come, Peter, standing with the eleven,",weekday_direct,100,500
"acts 2:14, 22-33",sunday,first_reading,"Acts 2:14, 22-33","THEN Peter stood up with the Eleven, raised his voice, and proclaimed:",sunday_column_left,100,95
"acts 2:14a, 36-41",sunday,first_reading,"Acts 2:14a, 36-41","THEN Peter stood up with the Eleven, raised his voice, and proclaimed:",sunday_column_left,100,98
acts 2:36-41,weekday_a,first_reading,Acts 2.36-41,"When the day of Pentecost had come, Peter, standing with the eleven,",weekday_direct,100,502
acts 2:42-47,sunday,first_reading,Acts 2:42-47,"THEY devoted themselves to the teaching of the apostles and to the communal life,",sunday_column_left,100,92
acts 3:1-10,weekday_a,first_reading,Acts 3.1-10,"One day Peter and John were going up to the temple at the hour of prayer,",weekday_direct,100,505
acts 3:1-10,weekday_b,first_reading,Acts 3.1-10,One day Peter and John were going up to the temple,weekday_direct,100,867
acts 3:1-10,sunday,first_reading,Acts 3:1-10,PETER and John were going up to the temple area for the three o'clock hour of prayer.,sunday_column_left,100,250
acts 3:11-26,weekday_a,first_reading,Acts 3.11-26,"While the man who had been cured still clung to Peter and John,",weekday_direct,100,508
"acts 3:13-15, 17-19",sunday,first_reading,"Acts 3:13-15, 17-19","PETER said to the people: ""The God of Abraham,",sunday_column_left,100,96
acts 4:1-12,weekday_a,first_reading,Acts 4.1-12,"While Peter and John were speaking to the people,",weekday_direct,100,511
acts 4:13-21,weekday_a,first_reading,Acts 4.13-21,"Now when the rulers, elders, and scribes",weekday_direct,100,514
acts 4:23-31,weekday_a,first_reading,Acts 4.23-31,"After Peter and John were released by the rulers and elders,",weekday_direct,100,517
acts 4:32-35,sunday,first_reading,Acts 4:32-35,"THE community of believers was of one heart and mind, and no one claimed that any of his possessions was his own,",sunday_column_left,100,93
acts 4:32-37,weekday_a,first_reading,Acts 4.32-37,The whole group of those who believed,weekday_direct,100,519
acts 4:8-12,weekday_a,first_reading,Acts 4.8-12,"Called before the rulers, elders and scribes assembled, Peter, filled with the Holy Spirit, said to the members of the council,",weekday_direct,100,683
acts 4:8-12,weekday_b,first_reading,Acts 4.8-12,"Called before the rulers, elders and scribes assembled, Peter, filled with the Holy Spirit, said to the members of the council,",weekday_direct,100,842
acts 4:8-12,sunday,first_reading,Acts 4:8-12,"PETER, filled with the Holy Spirit, said: ""Leaders of the people and elders:",sunday_column_left,100,99
acts 5:12-16,sunday,first_reading,Acts 5:12-16,MANY signs and wonders were done among the people at the hands of the apostles.,sunday_column_left,100,94
acts 5:17-26,weekday_a,first_reading,Acts 5.17-26,The high priest and all who were with him,weekday_direct,100,521
"acts 5:27-32, 40b-41",sunday,first_reading,"Acts 5:27-32, 40b-41","WHEN the captain and the court officers had brought the apostles in and made them stand before the Sanhedrin,",sunday_column_left,100,97
acts 5:27-33,weekday_a,first_reading,Acts 5.27-33,When the temple police had brought the apostles,weekday_direct,100,523
acts 5:34-42,weekday_a,first_reading,Acts 5.34-42,"The apostles were being questioned by the high priest before the council. But a Pharisee in the council named Gamaliel,",weekday_direct,100,525
acts 6:1-7,weekday_a,first_reading,Acts 6.1-7,"Now during those days, when the disciples were increasing in number,",weekday_direct,100,528
acts 6:1-7,sunday,first_reading,Acts 6:1-7,"AS the number of disciples continued to grow, the Hellenists complained against the Hebrews",sunday_column_left,100,101
acts 6:8-10; 7.54-59,weekday_a,first_reading,Acts 6.8-10; 7.54-59,"Stephen, full of grace and power,",weekday_direct,100,68
acts 6:8-10; 7.54-59,weekday_a,first_reading,Acts 6.8-10; 7.54-59,"Stephen, full of grace and power,",weekday_direct,100,616
acts 6:8-15,weekday_a,first_reading,Acts 6.8-15,"Stephen, full of grace and power,",weekday_direct,100,530
acts 7:51 - 8.1a,weekday_a,first_reading,Acts 7.51 - 8.1a,"Stephen stood before the council and replied to his accusers, ""You stiff-necked people, uncircumcised in heart and ears,",weekday_direct,100,532
acts 7:55-60,sunday,first_reading,Acts 7:55-60,"STEPHEN, filled with the Holy Spirit, looked up intently to heaven and saw the glory of God",sunday_column_left,100,112
acts 8:1b-8,weekday_a,first_reading,Acts 8.1b-8,"On the day that Stephen was killed, a severe persecution began against the church in Jerusalem,",weekday_direct,100,535
acts 8:26-40,weekday_a,first_reading,Acts 8.26-40,"An angel of the Lord said to Philip,",weekday_direct,100,537
"acts 8:5-8, 14-17",sunday,first_reading,"Acts 8:5-8, 14-17",PHILIP went down to the city of Samaria and proclaimed the Christ to them.,sunday_column_left,100,104
acts 9:1-20,weekday_a,first_reading,Acts 9.1-20,"Saul, still breathing threats and murder",weekday_direct,100,540
acts 9:26-31,sunday,first_reading,Acts 9:26-31,"WHEN Saul arrived in Jerusalem he tried to join the disciples, but they were all afraid of him,",sunday_column_left,100,102
acts 9:31-42,weekday_a,first_reading,Acts 9.31-42,"The church throughout Judea, Galilee, and Samaria had peace",weekday_direct,100,542
"amos 2:6-10, 13-16",weekday_b,first_reading,"Amos 2.6-10, 13-16",Thus says the Lord:,weekday_direct,100,535
amos 3:1-8; 4.11-12,weekday_b,first_reading,Amos 3.1-8; 4.11-12,"Hear this word that the Lord has spoken against you,",weekday_direct,100,537
"amos 5:14-15, 21-24",weekday_b,first_reading,"Amos 5.14-15, 21-24","Seek good and not evil,",weekday_direct,100,539
"amos 6:1a, 4-7",sunday,first_reading,"Am 6:1a, 4-7",THUS says the Lord the God of hosts: Woe to the complacent in Zion!,sunday_column_left,100,207
amos 7:10-17,weekday_b,first_reading,Amos 7.10-17,"Amaziah, the priest of Bethel,",weekday_direct,100,541
amos 7:12-15,sunday,first_reading,Am 7:12-15,"AMAZIAH, priest of Bethel, said to Amos, ""Off with you, visionary, flee to the land of Judah!",sunday_column_left,100,172
"amos 8:4-6, 9-12",weekday_b,first_reading,"Amos 8.4-6, 9-12","Hear this, you that trample on the needy,",weekday_direct,100,544
amos 8:4-7,sunday,first_reading,Am 8:4-7,"HEAR this, you who trample upon the needy and destroy the poor of the land!",sunday_column_left,100,204
amos 9:11-15,weekday_b,first_reading,Amos 9.11-15,Thus says the Lord: On that day I will raise up,weekday_direct,100,546
baruch 1:15-22,weekday_b,first_reading,Baruch 1.15-22,"The Lord our God is in the right,",weekday_direct,100,312
"baruch 4:5-12, 27-29",weekday_b,first_reading,"Baruch 4.5-12, 27-29","Take courage, my people,",weekday_direct,100,314
baruch 5:1-9,sunday,first_reading,Bar 5:1-9,"JERUSALEM, take off your robe of mourning and misery; put on the splendor of glory from God forever:",sunday_column_left,100,20
"cf. john 4:42, 15",sunday,gospel,"cf. John 4:42, 15",[ Shorter form in brackets. ],sunday_column_right,100,51
"cf. john 4:42, 15",sunday,gospel,"cf. John 4:42, 15","JESUS came to a town of Samaria called Sychar,",sunday_column_right,100,53
cf. matthew 17:5,sunday,gospel,cf. Matthew 17:5,"JESUS took Peter, James, and John",sunday_column_right,100,49
cf. matthew 17:5,sunday,gospel,cf. Matthew 17:5,"JESUS took Peter, John, and James",sunday_column_right,100,50
colossians 1:1-8,weekday_b,first_reading,Colossians 1.1-8,"From Paul, an apostle of Christ Jesus by the will of God,",weekday_direct,100,258
colossians 1:12-20,sunday,second_reading,Col 1:12-20,"Let us give thanks to the Father, who has made you fit to share",sunday_column_left,100,231
colossians 1:15-20,weekday_b,first_reading,Colossians 1.15-20,"Christ Jesus is the image of the invisible God,",weekday_direct,100,262
colossians 1:15-20,sunday,second_reading,Col 1:15-20,"CHRIST Jesus is the image of the invisible God, the firstborn of all creation.",sunday_column_right,100,173
colossians 1:21-23,weekday_b,first_reading,Colossians 1.21-23,"Brothers and sisters,",weekday_direct,100,264
colossians 1:24 - 2.3,weekday_b,first_reading,Colossians 1.24 – 2.3,"Brothers and sisters, I am now rejoicing in my sufferings for your sake,",weekday_direct,100,266
colossians 1:24-28,sunday,second_reading,Col 1:24-28,"Now I rejoice in my sufferings for your sake, and in my flesh I am filling up",sunday_column_left,100,176
colossians 1:9-14,weekday_b,first_reading,Colossians 1.9-14,"Since the day we heard of your life in Christ,",weekday_direct,100,260
colossians 2:12-14,sunday,second_reading,Col 2:12-14,"You were buried with him in baptism, in which you were also raised with him",sunday_column_right,100,179
colossians 2:6-15,weekday_b,first_reading,Colossians 2.6-15,"As you have received Christ Jesus the Lord,",weekday_direct,100,268
colossians 3:1-11,weekday_b,first_reading,Colossians 3.1-11,"If you have been raised with Christ,",weekday_direct,100,270
"colossians 3:1-5, 9-11",sunday,second_reading,"Col 3:1-5, 9-11","If you were raised with Christ, seek what is above, where Christ is seated at the right hand of God.",sunday_column_left,100,182
colossians 3:12-17,weekday_b,first_reading,Colossians 3.12-17,"As God's chosen ones, holy and beloved,",weekday_direct,100,272
colossians 3:12-21 or 3:12-17,sunday,second_reading,Col 3:12-21 or 3:12-17,"[ BROTHERS and sisters: Put on, as God's chosen ones, holy and beloved,",sunday_column_left,100,34
colossians 3:12-21 or 3:12-17,sunday,second_reading,Col 3:12-21 or 3:12-17,"[ BROTHERS and sisters: Put on, as God's chosen ones, holy and beloved,",sunday_column_left,100,35
