weekday_cycle,source_file,season,reference_status,day,psalm_response,acclamation_ref,first_reading,reading_cycle,sunday_cycle,acclamation_text,week,first_reading_incipit,lectionary_number,gospel,parser_warnings,second_reading,source_page,psalm_reference,gospel_incipit,source_title,second_reading_incipit
II,weekday_b_full.txt,Ordinary Time,unverified,Saturday,Let us go rejoicing to the house of the Lord.,Ezek 33.11,Ephesians 4.7-16,,,"I do not wish the sinner to die, says the Lord, but to turn to me and live.",29,Each of us was given grace according to the measure of Christ's gift.,478,Luke 13.1-9,,,762,"Ps 122.1-2, 3-4a, 4b-5",When Jesus was teaching the crowds,Ordinary Time 29 Saturday,
I,weekday_b_full.txt,Ordinary Time,unverified,Thursday,Happy are they who hope in the Lord.,Philippians 3.8-9,Rom 6.19-23,,,I count all things worthless but this: to gain Jesus Christ and to be found in him.,29,Brothers and sisters,476,Luke 12.49-53,,,351,"Ps 1.1-2, 3, 4+6",Jesus said to the disciples,Ordinary Time 29 Thursday,
II,weekday_b_full.txt,Ordinary Time,unverified,Thursday,The earth is full of the goodness of the Lord.,Philippians 3.8-9,Ephesians 3.13-21,,,I count all things worthless but this: to gain Jesus Christ and to be found in him.,29,I pray that you may not lose heart over my sufferings for you,476,Luke 12.49-53,,,758,"Ps 33.1-2, 4-5, 11-12, 18-19",Jesus said to the disciples,Ordinary Time 29 Thursday,
I,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,"Here am I, Lord; I come to do your will.",Luke 21.36,"Rom 5.12, 15b, 17-21",,,"Be watchful, pray constantly, that you may be worthy to stand before the Son of Man.",29,Just as sin came into the world through one man,474,Luke 12.35-38,,,347,"Ps 40.6-7a, 7b-8, 9-10ab, 16+17c",Jesus said to the disciples,Ordinary Time 29 Tuesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,The Lord speaks of peace to his people.,Luke 21.36,Ephesians 2.12-22,,,"Be watchful, pray constantly, that you may be worthy to stand before the Son of Man.",29,Brothers and sisters,474,Luke 12.35-38,,,753,"Ps 85.8ab-9, 10-11, 12-13",Jesus said to the disciples,Ordinary Time 29 Tuesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,Our help is in the name of the Lord.,"Matt 24.42a, 44",Rom 6.12-18,,,Be watchful and ready: you know not when the Son of Man is coming.,29,Do not let sin exercise dominion in your mortal bodies,475,Luke 12.39-48,,,349,"Ps 124.1-3, 4-6, 7-8",Jesus said to the disciples,Ordinary Time 29 Wednesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,Our help is in the name of the Lord.,"Matt 24.42a, 44",Ephesians 3.1-12,,,Be watchful and ready: you know not when the Son of Man is coming.,29,"This is the reason that I, Paul",475,Luke 12.39-48,,,755,"Ps 124.1-3, 4-6, 7-8",Jesus said to the disciples,Ordinary Time 29 Wednesday,
I,weekday_a_full.txt,Ordinary Time,unverified,Friday,Kindness and truth shall meet.,2 Corinthians 5.19,Hebrews 8.6-13,,,"God was in Christ, to reconcile the world to himself; and the good news of reconciliation he has entrusted to us.",2,Jesus has now obtained a more excellent ministry,315,Mark 3.13-19,,,131,"Ps 85.7+9, 10-11, 12-13",Jesus went up the mountain,Ordinary Time 2 Friday,
II,weekday_a_full.txt,Ordinary Time,unverified,Friday,"Have mercy on me, God, have mercy.",2 Corinthians 5.19,1 Samuel 24.2-21,,,"God was in Christ, to reconcile the world to himself; and the good news of reconciliation he has entrusted to us. FRIDAY 267",2,Saul took three thousand chosen men out of all Israel,315,Mark 3.13-19,,,269,"Ps 57.1, 2-3, 5+10",Jesus went up the mountain,Ordinary Time 2 Friday,
I,weekday_a_full.txt,Ordinary Time,unverified,Monday,You are a priest forever,Hebrews 4.12,Hebrews 5.1-10,,,The word of God is alive and active; it judges the thoughts and intentions of the heart.,2,Every high priest chosen from among mortals,311,Mark 2.18-22,,,123,"Ps 110.1, 2, 3, 4",John's disciples and the Pharisees were fasting,Ordinary Time 2 Monday,
II,weekday_a_full.txt,Ordinary Time,unverified,Monday,I will show the salvation of God to those who do right.,Hebrews 4.12,1 Samuel 15.16-23,,,The word of God is living and active; it probes the thoughts and motives of the heart.,2,Samuel said to Saul,311,Mark 2.18-22,,,259,"Ps 50.8-9, 16bc-17, 21+23",John's disciples and the Pharisees were fasting,Ordinary Time 2 Monday,
I,weekday_a_full.txt,Ordinary Time,unverified,Saturday,"God ascends with songs of joy,",,"Hebrews 9.2-3, 11-14",,,,2,The first covenant had an earthly sanctuary.,316,Mark 3.20-21,,,133,"Ps 47.1-2, 5-6, 7-8",Jesus and the disciples went home,Ordinary Time 2 Saturday,
II,weekday_a_full.txt,Ordinary Time,unverified,Saturday,"O God, let us see your face that we may be saved.",Acts 16.14b,"2 Samuel 1.1-4, 11-12, 19, 23-27",,,"Open our hearts, O Lord, to listen to the words of your Son.",2,After the death of Saul,316,Mark 3.20-21,,,272,"Ps 80.1-2, 4-6",Jesus and the disciples went home,Ordinary Time 2 Saturday,
I,weekday_a_full.txt,Ordinary Time,unverified,Thursday,"Here am I, Lord;",2 Timothy 1.10b,Hebrews 7.25 - 8.6,,,Our Saviour Jesus Christ destroyed death; and brought life immortal through the gospel.,2,"Jesus, because he continues forever",314,Mark 3.7-12,,,129,"Ps 40.6-7a, 7b-8, 9, 16",Jesus departed with his disciples to the sea,Ordinary Time 2 Thursday,
II,weekday_a_full.txt,Ordinary Time,unverified,Thursday,In God I trust; I am not afraid.,2 Timothy 1.10b,1 Samuel 18.6-9; 19.1-7,,,Our Saviour Jesus Christ has done away with death and brought us life through the gospel.,2,While the armies were coming home,314,Mark 3.7-12,,,267,"Ps 56.1-2, 8-9ab, 9c-11, 12-13",Jesus departed with his disciples to the sea,Ordinary Time 2 Thursday,
I,weekday_a_full.txt,Ordinary Time,unverified,Tuesday,God is ever mindful of his covenant.,Ephesians 1.17-18,Hebrews 6.10-20,,,"May the Father of our Lord Jesus Christ enlighten the eyes of our heart, that we might see how great is the hope to which we were called.",2,Brothers and sisters,312,Mark 2.23-28,,,125,"Ps 111.1-2, 4-5, 9+10c",One sabbath Jesus and his disciples were going through the grainfields,Ordinary Time 2 Tuesday,
II,weekday_a_full.txt,Ordinary Time,unverified,Tuesday,"I have found David, my servant.",Ephesians 1.17-18,1 Samuel 16.1-13,,,"May the Father of our Lord Jesus Christ enlighten the eyes of our heart, that we might see how great is the hope to which we are called.",2,The Lord said to Samuel,312,Mark 2.23-28,,,261,"Ps 89.19, 20-21, 26-27",One sabbath Jesus and his disciples were going through the grainfields,Ordinary Time 2 Tuesday,
I,weekday_a_full.txt,Ordinary Time,unverified,Wednesday,You are a priest forever,Matt 4.23,"Hebrews 7.1-3, 15-17",,,Jesus preached the Good News to the people and healed the ones who were sick.,2,"""King Melchizedek of Salem, priest of the Most High God",313,Mark 3.1-6,,,127,"Ps 110.1, 2, 3, 4",Jesus entered the synagogue,Ordinary Time 2 Wednesday,
II,weekday_a_full.txt,Ordinary Time,unverified,Wednesday,"Blessed be the Lord, my rock.",Matt 4.23,"1 Samuel 17.32-33, 37, 40-51",,,Jesus preached the good news of the kingdom and healed all who were sick.,2,The Philistines gathered their armies for battle,313,Mark 3.1-6,,,264,"Ps 144.1-2, 9-10",Jesus entered the synagogue,Ordinary Time 2 Wednesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Friday,"Praise the Lord, Jerusalem.",John 10.27,Rom 9.1-5,,,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",30,I am speaking the truth in Christ.,483,Luke 14.1-6,,,366,"Ps 147.12-13, 14-15, 19-20",On one occasion,Ordinary Time 30 Friday,
II,weekday_b_full.txt,Ordinary Time,unverified,Friday,How great are the works of the Lord!,John 10.27,Philippians 1.1-11,,,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",30,"From Paul and Timothy, servants of Christ Jesus",483,Luke 14.1-6,,,773,"Ps 111.1-2, 3-4, 5-6",On one occasion,Ordinary Time 30 Friday,
I,weekday_b_full.txt,Ordinary Time,unverified,Monday,Our God is the God of salvation.,"John 17.17b,a",Rom 8.11-17,,,"Your word, O Lord, is truth; make us holy in the truth.",30,If the Spirit of God who raised Jesus from the dead dwells in you,479,Luke 13.10-17,,,358,"Ps 68.1+3, 5-6ab, 19-20",Jesus was teaching in one of the synagogues on the sabbath,Ordinary Time 30 Monday,
I,weekday_b_full.txt,Ordinary Time,unverified,Monday,"Lord, in your great love, answer me.",John 8.31b-32,Rom 11.29-36,,,"If you stay in my word, you will indeed be my disciples, and you will know the truth, says the Lord.",30,The gifts and the calling of God are irrevocable.,485,Luke 14.12-14,,,371,"Ps 69.29-30, 32-33, 35-36",One sabbath Jesus was at the house of a leader of the Pharisees to eat a meal.,Ordinary Time 30 Monday,
II,weekday_b_full.txt,Ordinary Time,unverified,Monday,Behave like God as beloved children.,"John 17.17b,a",Ephesians 4.32 - 5.8,,,"Your word, O Lord, is truth; make us holy in the truth.",30,My brothers and sisters,479,Luke 13.10-17,,,765,"Ps 1.1-2, 3, 4+6",Jesus was teaching in one of the synagogues on the sabbath,Ordinary Time 30 Monday,
I,weekday_b_full.txt,Ordinary Time,unverified,Saturday,The Lord will not abandon his people.,Matt 11.20ab,"Rom 11.1-2a, 11-12, 25-29",,,"Take my yoke upon you; learn from me, for I am gentle and humble of heart.",30,Beloved,484,"Luke 14.1, 7-11",,,368,"Ps 94.12-13a, 14-15, 17-18",On one occasion,Ordinary Time 30 Saturday,
II,weekday_b_full.txt,Ordinary Time,unverified,Saturday,My soul is thirsting for the living God.,Matt 11.20ab,Philippians 1.18b-26,,,"Take my yoke upon you; learn from me, for I am gentle and humble of heart.",30,My brothers and sisters,484,"Luke 14.1, 7-11",,,775,"Ps 42.1-2, 3-4b, 4cd, 5",On one occasion,Ordinary Time 30 Saturday,
I,weekday_b_full.txt,Ordinary Time,unverified,Thursday,"Save me, O Lord, in your kindness.","Luke 19.38, 2.14",Rom 8.31b-39,,,Blessed is the king who comes in the name of the Lord: glory to God in the highest and peace to God's people on earth.,30,"If God is for us, who is against us?",482,Luke 13.31-35,,,364,"Ps 109.21-22, 26-27, 30-31",Some Pharisees came and said to Jesus,Ordinary Time 30 Thursday,
II,weekday_b_full.txt,Ordinary Time,unverified,Thursday,"Blessed be the Lord, my Rock!","Luke 19.38, 2.14",Ephesians 6.10-20,,,Blessed is the king who comes in the name of the Lord: glory to God in the highest and peace to God's people on earth.,30,Be strong in the Lord,482,Luke 13.31-35,,,771,"Ps 144.1, 2, 9-10",Some Pharisees came and said to Jesus,Ordinary Time 30 Thursday,
I,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,The Lord has done great things for us.,Matt 11.25,Rom 8.18-25,,,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom.",30,I consider that the sufferings of this present time,480,Luke 13.18-21,,,360,"Ps 126.1-2ab, 2cd-3, 4-5, 6",Jesus said,Ordinary Time 30 Tuesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,"In you, Lord, I have found my peace.",Matt 11.28,Rom 12.5-16a,,,"Come to me, all you that labour and are burdened, and I will give you rest, says the Lord. TUESDAY 1297",30,"We, who are many, are one body in Christ",486,Luke 14.15-24,,,372,"Ps 131.1, 2, 3",One sabbath Jesus was at the house of a leader of the Pharisees to eat a meal.,Ordinary Time 30 Tuesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,Happy are those who fear the Lord.,Matt 11.25,Ephesians 5.21-33,,,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom.",30,My brothers and sisters,480,Luke 13.18-21,,,767,"Ps 128.1-2, 3, 4-5",Jesus said,Ordinary Time 30 Tuesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,"All my hope, O Lord, is in your loving kindness.",2 Thessalonians 2.14,Rom 8.26-30,,,"God has called us with the gospel, to share in the glory of our Lord Jesus Christ.",30,The Spirit helps us in our weakness,481,Luke 13.22-30,,,362,"Ps 13.4-5a, 5b-6",Jesus went through one town and village after another,Ordinary Time 30 Wednesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,The Lord is faithful in all his words.,2 Thessalonians 2.14,Ephesians 6.1-9,,,"God has called us with the gospel, to share in the glory of our Lord Jesus Christ.",30,Children,481,Luke 13.22-30,,,769,"Ps 145.10-11, 12-13ab, 13cd-14",Jesus went through one town and village after another,Ordinary Time 30 Wednesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Friday,The Lord has revealed to the nations his saving power.,1 John 2.5,Rom 15.14-21,,,"Whoever keeps the word of Christ, grows perfect in the love of God.",31,"I myself feel confident about you, my brothers and sisters",489,Luke 16.1-8,,,379,"Ps 98.1, 2-3ab, 3cd-4",Jesus said to the disciples,Ordinary Time 31 Friday,
II,weekday_b_full.txt,Ordinary Time,unverified,Friday,Let us go rejoicing to the house of the Lord.,1 John 2.5,Philippians 3.17-21; 4.1,,,"Whoever keeps the word of Christ, grows perfect in the love of God.",31,Brothers and sisters,489,Luke 16.1-8,,,786,"Ps 122.1-2, 3-4a, 4b-5",Jesus said to the disciples,Ordinary Time 31 Friday,
I,weekday_b_full.txt,Ordinary Time,unverified,Monday,"Guide me, Lord, along the everlasting way.","Philippians 2.15d, 16a",Wis 1.1-7,,,Shine on the world like bright stars; you are offering it the word of life.,31,"Love righteousness, you rulers of the earth",491,Luke 17.1-6,,,384,"Ps 139.1-3, 4-6, 7-8, 9-10",Jesus said to his disciples,Ordinary Time 31 Monday,
II,weekday_b_full.txt,Ordinary Time,unverified,Monday,"In you, Lord, I have found my peace.",John 8.31b-32,Philippians 2.1-4,,,"If you stay in my word, you will indeed be my disciples, and you will know the truth, says the Lord.",31,Brothers and sisters,485,Luke 14.12-14,,,778,"Ps 131.1, 2, 3",One sabbath Jesus was at the house of a leader of the Pharisees to eat a meal.,Ordinary Time 31 Monday,
II,weekday_b_full.txt,Ordinary Time,unverified,Monday,"Lord, this is the people that longs to see your face.","Philippians 2.15d, 16a",Titus 1.1-9,,,Shine on the world like bright stars; you are offering it the word of life.,31,"From Paul, a servant of God and an apostle of Jesus Christ",491,Luke 17.1-6,,,791,"Ps 24.1-2, 3-4ab, 5-6",Jesus said to his disciples,Ordinary Time 31 Monday,
I,weekday_b_full.txt,Ordinary Time,unverified,Saturday,"I will praise your name for ever, Lord.",2 Corinthians 8.9,"Rom 16.3-9, 16, 22-27",,,"Jesus Christ was rich but he became poor, to make you rich out of his poverty.",31,"Greet Prisca and Aquila, who work with me in Christ Jesus",490,Luke 16.9-15,,,381,"Ps 145.2-3, 4-5, 10-11",Jesus said to his disciples,Ordinary Time 31 Saturday,
II,weekday_b_full.txt,Ordinary Time,unverified,Saturday,Happy are those who fear the Lord.,2 Corinthians 8.9,Philippians 4.10-19,,,"Jesus Christ was rich but he became poor, to make you rich out of his poverty. SATURDAY 1713",31,I rejoice in the Lord greatly,490,Luke 16.9-15,,,788,"Ps 112.1-2, 5-6, 8a+9",Jesus said to his disciples,Ordinary Time 31 Saturday,
I,weekday_b_full.txt,Ordinary Time,unverified,Thursday,I believe that I shall see the good things of the Lord,Matt 11.28,Rom 14.7-12,,,"Come to me, all you that labour and are burdened, and I will give you rest, says the Lord.",31,My brothers and sisters,488,Luke 15.1-10,,,377,"Ps 27.1, 4, 13-14",All the tax collectors and sinners were coming near to listen to Jesus.,Ordinary Time 31 Thursday,
II,weekday_b_full.txt,Ordinary Time,unverified,Thursday,Let hearts rejoice who search for the Lord.,Matt 11.28,Philippians 3.3-8a,,,"Come to me, all you that labour and are burdened, and I will give you rest, says the Lord.",31,My brothers and sisters,488,Luke 15.1-10,,,784,"Ps 105.2-3, 4-5, 6-7",All the tax collectors and sinners were coming near to listen to Jesus.,Ordinary Time 31 Thursday,
II,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,"I will praise you, Lord, in the assembly of your people.",Matt 11.28,Philippians 2.5-11,,,"Come to me, all you that labour and are burdened, and I will give you rest, says the Lord.",31,Let the same mind be in you that was in Christ Jesus,486,Luke 14.15-24,,,779,"Ps 22.25b-26, 27, 28-29, 30-31",One sabbath Jesus was at the house of a leader of the Pharisees to eat a meal.,Ordinary Time 31 Tuesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,Happy the merciful who give to those in need.,1 Peter 4.14,Rom 13.8-10,,,"If you are insulted for the name of Christ, blessed are you, for the Spirit of God rests upon you.",31,Brothers and sisters,487,Luke 14.25-33,,,375,"Ps 112.1-2, 4-5, 9",Now large crowds were travelling with Jesus,Ordinary Time 31 Wednesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,The Lord is my light and my salvation.,1 Peter 4.14,Philippians 2.12-18,,,"If you are insulted for the name of Christ, blessed are you, for the Spirit of God rests upon you.",31,My beloved,487,Luke 14.25-33,,,782,"Ps 27.1, 4, 13-14",Now large crowds were travelling with Jesus,Ordinary Time 31 Wednesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Friday,The heavens proclaim the glory of God.,Luke 21.28,Wis 13.1-9,,,Lift up your heads and see; your redemption is near at hand.,32,All people who were ignorant of God were foolish by nature,495,Luke 17.26-37,,,392,"Ps 19.1-2, 3-4ab",Jesus said to the disciples,Ordinary Time 32 Friday,
II,weekday_b_full.txt,Ordinary Time,unverified,Friday,Happy are they who follow the law of the Lord!,Luke 21.28,2 John 4-9,,,Lift up your heads and see; your redemption is near at hand.,32,"From the elder to the elect lady and her children, whom I love in the truth.",495,Luke 17.26-37,,,799,"Ps 119.1-2, 10-11, 17-18",Jesus said to the disciples,Ordinary Time 32 Friday,
I,weekday_b_full.txt,Ordinary Time,unverified,Monday,"Give me life, O Lord, and I will do your commands",John 8.12,"1 Maccabees 1.10-15, 41-43, 54-57, 62-64",,,"I am the light of the world, says the Lord: whoever follows me will have the light of life.",32,From the successor of Alexander the Great came forth a sinful root,497,Luke 18.35-43,,,397,"Ps 119.53+61, 134+150, 155+158",As Jesus approached Jericho,Ordinary Time 32 Monday,
II,weekday_b_full.txt,Ordinary Time,unverified,Monday,Those who are victorious,John 8.12,Rev 1.1-4; 2.1-5a,,,"I am the light of the world, says the Lord: whoever follows me will have the light of life.",32,The revelation of Jesus Christ,497,Luke 18.35-43,,,804,"Ps 1.1-2, 3, 4+6",As Jesus approached Jericho,Ordinary Time 32 Monday,
I,weekday_b_full.txt,Ordinary Time,unverified,Saturday,Remember the marvels the Lord has done.,2 Thessalonians 2.14,Wis 18.14-16; 19.6-9,,,"God has called us with the gospel, to share in the glory of our Lord Jesus Christ. SATURDAY 1319",32,While gentle silence enveloped all things,496,Luke 18.1-8,,,394,"Ps 105.2-3, 36-37, 42-43",Jesus told his disciples a parable about their need to pray always,Ordinary Time 32 Saturday,
II,weekday_b_full.txt,Ordinary Time,unverified,Saturday,Happy are those who fear the Lord.,2 Thessalonians 2.14,3 John 5-8,,,"God has called us with the gospel, to share in the glory of our Lord Jesus Christ.",32,"From the elder to the beloved Gaius, whom I love in the truth.",496,Luke 18.1-8,,,802,"Ps 112.1-2, 3-4, 5-6",Jesus told his disciples a parable about their need to pray always,Ordinary Time 32 Saturday,
I,weekday_b_full.txt,Ordinary Time,unverified,Thursday,"Your word is for ever, O Lord.",John 15.5,Wis 7.22 - 8.1,,,"I am the vine and you are the branches, says the Lord: those who live in me, and I in them, will bear much fruit.",32,"Wisdom, the fashioner of all things, taught me.",494,Luke 17.20-25,,,390,"Ps 119.89-90, 91+130, 135+175",Once Jesus was asked by the Pharisees when the kingdom of God was coming,Ordinary Time 32 Thursday,
II,weekday_b_full.txt,Ordinary Time,unverified,Thursday,Blest are they whose help is the God of Jacob.,John 15.5,Philemon 7-20,,,"I am the vine and you are the branches, says the Lord: those who live in me, and I in them, will bear much fruit.",32,I have indeed received much joy and encouragement from your love,494,Luke 17.20-25,,,797,"Ps 146.6c-7, 8-9a, 9bc-10",Once Jesus was asked by the Pharisees when the kingdom of God was coming,Ordinary Time 32 Thursday,
I,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,I will bless the Lord at all times.,John 14.23,Wis 2.23 - 3.9,,,"All who love me will keep my words, and my Father will love them, and we will come to them.",32,God created us for incorruption,492,Luke 17.7-10,,,386,"Ps 34.2-3, 16-17, 18-19",Jesus said to the disciples,Ordinary Time 32 Tuesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,The salvation of the just comes from the Lord.,John 14.23,"Titus 2.1-8, 11-14",,,"All who love me will keep my words, and my Father will love them, and we will come to them.",32,Teach what is consistent with sound doctrine.,492,Luke 17.7-10,,,793,"Ps 37.3-4, 18+23, 27+29",Jesus said to the disciples,Ordinary Time 32 Tuesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,"Rise up, O God, bring judgment to the earth.",1 Thessalonians 5.18,Wis 6.1-11,,,"For all things give thanks to God, because this is what God expects of you in Jesus Christ.",32,"Listen therefore, O kings, and understand",493,Luke 17.11-19,,,388,"Ps 82.3-4, 6-7",On the way to Jerusalem,Ordinary Time 32 Wednesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,The Lord is my shepherd;,1 Thessalonians 5.18,Titus 3.1-7,,,"For all things give thanks to God, because this is what God expects of you in Jesus Christ.",32,Remind all to be subject to rulers and authorities,493,Luke 17.11-19,,,795,"Ps 23.1-3a, 3b-4, 5, 6",On the way to Jerusalem,Ordinary Time 32 Wednesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Friday,,John 10.27,"1 Maccabees 4.36-37, 52-59",,,"My sheep listen to my voice, says the Lord; I know them, and they follow me. FRIDAY 1333",33,"Judas, who was called Maccabeus",501,Luke 19.45-48,,,408,,Jesus entered the temple,Ordinary Time 33 Friday,
II,weekday_b_full.txt,Ordinary Time,unverified,Friday,How sweet to my taste is your promise!,John 10.27,Rev 10.8-11,,,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",33,Then the voice that I had heard from heaven,501,Luke 19.45-48,,,815,"Ps 119.14+24, 72+103, 111+131",Jesus entered the temple,Ordinary Time 33 Friday,
I,weekday_b_full.txt,Ordinary Time,unverified,Monday,,"Matt 24.42a, 44","Dan 1.1-6, 8-20",,,Be watchful and ready: you know not when the Son of Man is coming.,33,In the third year of the reign of King Jehoiakim of Judah,503,Luke 21.1-4,,,413,,Jesus looked up,Ordinary Time 33 Monday,
II,weekday_b_full.txt,Ordinary Time,unverified,Monday,"Lord, this is the people that longs to see your face.","Matt 24.42a, 44","Rev 14.1-3, 4b-5",,,Be watchful and ready: you know not when the Son of Man is coming.,33,In my vision I looked,503,Luke 21.1-4,,,819,"Ps 24.1-2, 3-4ab, 5-6",Jesus looked up,Ordinary Time 33 Monday,
I,weekday_b_full.txt,Ordinary Time,unverified,Saturday,"I will rejoice in your salvation, O Lord.",2 Timothy 1.10,1 Maccabees 6.1-13,,,Our Saviour Jesus Christ has done away with death and brought us life through the gospel.,33,King Antiochus was going through the upper provinces,502,Luke 20.27-40,,,410,"Ps 9.1-2, 3+5, 16+18","Some Sadducees, those who say there is no resurrection",Ordinary Time 33 Saturday,
II,weekday_b_full.txt,Ordinary Time,unverified,Saturday,"Blessed be the Lord, my Rock!",2 Timothy 1.10,Rev 11.4-12,,,Our Saviour Jesus Christ has done away with death and brought us life through the gospel.,33,"In my vision, I saw the two witnesses of the Lord",502,Luke 20.27-40,,,816,"Ps 144.1, 2, 9-10","Some Sadducees, those who say there is no resurrection",Ordinary Time 33 Saturday,
I,weekday_b_full.txt,Ordinary Time,unverified,Thursday,To the upright I will show the saving power of God.,Ps 95.8,1 Maccabees 2.15-29,,,"If today you hear God's voice, harden not your hearts. THURSDAY 1331",33,The king's officers who were enforcing the apostasy,500,Luke 19.41-44,,,406,"Ps 50.1-2, 5-6, 14-15",As Jesus came near Jerusalem and saw the city,Ordinary Time 33 Thursday,
II,weekday_b_full.txt,Ordinary Time,unverified,Thursday,The Lamb has made us a kingdom of priests,Ps 95.8,Rev 5.1-10,,,"If today you hear God's voice, harden not your hearts.",33,"In my vision, I, John saw in the right hand of the one seated on the throne",500,Luke 19.41-44,,,812,"Ps 149.1-2, 3-4, 5-6a+9b",As Jesus came near Jerusalem and saw the city,Ordinary Time 33 Thursday,
I,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,The Lord upholds me.,1 John 4.10b,2 Maccabees 6.18-31,,,God first loved us and sent his Son to take away our sins.,33,"Eleazar, one of the scribes in high position",498,Luke 19.1-10,,,399,"Ps 3.1-2, 3-4, 5-6",Jesus entered Jericho and was passing through it.,Ordinary Time 33 Tuesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,Those who are victorious,1 John 4.10b,"Rev 3.1-6, 14-22",,,God first loved us and sent his Son to take away our sins.,33,"In my vision I, John, heard the voice of the Lord, saying",498,Luke 19.1-10,,,806,"Ps 15.1-3a, 3bc-4a, 4b-5",Jesus entered Jericho and was passing through it.,Ordinary Time 33 Tuesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Tuesday,The Lord comes to judge the earth.,Rev 2.10c,Rev 14.14-19,,,"Be faithful until death, says the Lord, and I will give you the crown of life. TUESDAY 1745",33,"In my vision I looked, and there was a white cloud",504,Luke 21.5-11,,,820,"Ps 96.10, 11-12, 13",When some were speaking about the temple,Ordinary Time 33 Tuesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,"Lord, when your glory appears, my joy will be full.",John 15.16,"2 Maccabees 7.1, 20-31",,,"I have chosen you from the world, says the Lord, to go and bear fruit that will last.",33,It happened that seven brothers and their mother were arrested,499,Luke 19.11-28,,,402,"Ps 17.1, 5-6, 8b+15","As the crowd was listening, Jesus went on to tell a parable",Ordinary Time 33 Wednesday,
II,weekday_b_full.txt,Ordinary Time,unverified,Wednesday,"Holy, holy, holy Lord, mighty God!",John 15.16,Rev 4.1-11,,,"I have chosen you from the world, says the Lord, to go and bear fruit that will last.",33,"In my vision I looked, and there in heaven, a door stood open!",499,Luke 19.11-28,,,809,"Ps 150.1-2, 3-4, 5-6","As the crowd was listening, Jesus went on to tell a parable",Ordinary Time 33 Wednesday,
I,weekday_b_full.txt,Ordinary Time,unverified,Friday,,Luke 21.28,Dan 7.1-14,,,Lift up your heads and see; your redemption is near at hand.,34,In the first year of King Belshazzar of Babylon,507,Luke 21.29-33,,,425,,Jesus spoke to his disciples about the end which is to come.,Ordinary Time 34 Friday,
II,weekday_b_full.txt,Ordinary Time,unverified,Friday,Here God lives among his people.,Luke 21.28,"Rev 20.1-4, 11-15; 21.1-2",,,Lift up your heads and see; your redemption is near at hand. FRIDAY 1753,34,Then in my vision I saw an angel coming down from heaven,507,Luke 21.29-33,,,828,"Ps 84.1-2, 3, 4-5, 7+10 (R. Rev 21.3b)",Jesus spoke to his disciples about the end which is to come.,Ordinary Time 34 Friday,
I,weekday_b_full.txt,Ordinary Time,unverified,Saturday,,Luke 21.36,Dan 7.15-27,,,"Be watchful, pray constantly, that you may be worthy to stand before the Son of Man.",34,"As for me, Daniel, my spirit was troubled within me",508,Luke 21.34-36,,,427,,Jesus spoke to his disciples about the end which is to come.,Ordinary Time 34 Saturday,
II,weekday_b_full.txt,Ordinary Time,unverified,Saturday,"Maranatha! Come, Lord Jesus!",Luke 21.36,Rev 22.1-7,,,"Be watchful, pray constantly, that you may be worthy to stand before the Son of Man. SATURDAY 1755",34,Then in my vision the angel showed me the river of the water of life,508,Luke 21.34-36,,,830,"Ps 95.1-2, 3-5, 6-7",Jesus spoke to his disciples about the end which is to come.,Ordinary Time 34 Saturday,
I,weekday_b_full.txt,Ordinary Time,unverified,Thursday,,Luke 21.28,Dan 6.11-28,,,Lift up your heads and see; your redemption is near at hand. THURSDAY 1347,34,Daniel distinguished himself above all the other presidents and satraps,506,Luke 21.20-28,,,421,,Jesus spoke to his disciples about the end which is to come.,Ordinary Time 34 Thursday,
