weekday_cycle,source_file,season,reference_status,day,psalm_response,acclamation_ref,first_reading,reading_cycle,sunday_cycle,acclamation_text,week,first_reading_incipit,lectionary_number,gospel,parser_warnings,second_reading,source_page,psalm_reference,gospel_incipit,source_title,second_reading_incipit
I/II,weekday_a_full.txt,Easter,unverified,Friday,The Lord has set his throne in heaven.,John 14.26,Acts 24.27; 25.13b-21,,,The Holy Spirit will teach you all things and remind you of all I have said to you.,7,The tribune who had arrested Paul sent him to Caesarea,301,John 21.15-19,,,598,"Ps 103.1-2, 11-12, 19-20ab",Jesus showed himself to the disciples by the Sea of Tiberius,Easter 7 Friday,
I/II,weekday_a_full.txt,Easter,unverified,Monday,"Sing to God, O kingdoms of the earth.",Colossians 3.1,Acts 19.1-8,,,"If then you have been raised with Christ, seek the things that are above, where Christ is seated at the right hand of God.",7,While Apollos was in Corinth,297,John 16.29-33,,,588,"Ps 68.1-2, 3, 4ac, 5-6ab",Jesus said to the disciples,Easter 7 Monday,
I/II,weekday_a_full.txt,Easter,unverified,Saturday,"The just will gaze on your face, O Lord.","John 16.7, 13","Acts 28.16-20, 30-31",,,"The Lord says: I will send you the Spirit of truth, who will lead you to the whole truth. SATURDAY 597",7,Since Paul had appealed to the emperor,302,John 21.20-25,,,600,"Ps 11.4, 5, 7",After he was raised from the dead,Easter 7 Saturday,
I/II,weekday_a_full.txt,Easter,unverified,Thursday,"Keep me safe, O God; you are my hope.",John 17.21,Acts 22.30; 23.6-11,,,"May all be one as you, Father, are in me, and I in you; let the world believe that you sent me, says the Lord. 592 SEVENTH WEEK OF EASTER",7,A number of days after Paul had arrived in Jerusalem,300,John 17.20-26,,,595,"Ps 16.1-2+5, 7-8, 9-10, 11",When the hour had come for him to pass from this world to the Father,Easter 7 Thursday,
I/II,weekday_a_full.txt,Easter,unverified,Tuesday,"Sing to God, O kingdoms of the earth.",John 14.16,Acts 20.17-27,,,"The Father will send you the Holy Spirit, says the Lord, to be with you for ever.",7,"Paul, having travelled throughout Greece",298,John 17.1-11a,,,590,"Ps 68.9-10, 19-20",Jesus looked up to heaven and said,Easter 7 Tuesday,
I/II,weekday_a_full.txt,Easter,unverified,Wednesday,"Sing to God, O kingdoms of the earth.",John 17.17b,Acts 20.28-38,,,"Your word, O Lord, is truth; make us holy in the truth.",7,"At Ephesus, Paul sent for the elders",299,John 17.11b-19,,,592,"Ps 68.28-29, 32-33, 34, 35",When the hour had come for him to pass from this world to the Father,Easter 7 Wednesday,
I/II,weekday_a_full.txt,Holy Week,unverified,Monday,The Lord is my light and my salvation.,,Isa 42.1-7,,,,,Thus says the Lord,257,John 12.1-11,,,490,"Ps 27.1, 2, 3, 13-15",Six days before the Passover Jesus came to Bethany,Holy Week  Monday,
I/II,weekday_a_full.txt,Holy Week,unverified,Tuesday,I will sing of your salvation.,,Isa 49.1-6,,,,,"Listen to me, O coastlands",258,"John 13.21-33, 36-38",,,492,"Ps 71.1-2, 3, 5-6, 15+17",Before the festival of the Passover,Holy Week  Tuesday,
I/II,weekday_a_full.txt,Holy Week,unverified,Wednesday,"Lord, in your great love, answer me.",,Isa 50.4-9a,,,,,The servant of the Lord said,259,Matt 26.14-26,,,495,"Ps 69.7-9, 20-21, 30+32-33","One of the twelve, who was called Judas Iscariot",Holy Week  Wednesday,
I/II,weekday_a_full.txt,Lent,unverified,Friday,"If you, O Lord, laid bare our guilt,",Ezek 18.31,Ezek 18.21-28,,,"If the acclamation is not sung, it is omitted. Rid yourselves of all your sins and make a new heart and a new spirit.",1,,228,Matt 5.20-16,,,399,"Ps 130.1-2, 3-4, 5-6",Jesus went up the mountain,Lent 1 Friday,
I/II,weekday_a_full.txt,Lent,unverified,Monday,"Your words, Lord, are spirit and life.",2 Corinthians 6.2b,"Lev 19.1-2, 11-18",,,"If the acclamation is not sung, it is omitted. This is the favourable time, this is the day of salvation.",1,"The Lord spoke to Moses, saying",224,Matt 25.31-46,,,390,"Ps 19.7, 8, 9, 14",Jesus said to his disciples,Lent 1 Monday,
I/II,weekday_a_full.txt,Lent,unverified,Saturday,Happy are they who follow the law of the Lord!,2 Corinthians 6.2b,Deut 26.16-19,,,"If the acclamation is not sung, it is omitted. This is the favourable time, this is the day of salvation.",1,Moses convened all Israel and set the law before them.,229,Matt 5.43-48,,,401,"Ps 119.1-2, 4-5, 7-8",When the disciples had gathered around Jesus on the mountain,Lent 1 Saturday,
I/II,weekday_a_full.txt,Lent,unverified,Thursday,"Lord, on the day I called for help, you answered me.","Ps 51.10a, 12a","Esther 14.1, 3-5, 12-14",,,"If the acclamation is not sung, it is omitted. Create a clean heart in me, O God; give back to me the joy of your salvation.",1,"Queen Esther, seized with deadly anxiety, fled to the Lord.",227,Matt 7.7-12,,,397,"Ps 138.1-2a, 2bc-3, 7c-8",Gathered on the hillside with the disciples,Lent 1 Thursday,
I/II,weekday_a_full.txt,Lent,unverified,Tuesday,From all their afflictions God will deliver the just.,Matt 4.4b,Isa 55.10-11,,,"If the acclamation is not sung, it is omitted. No one lives on bread alone, but on every word that comes from the mouth of God.",1,"Thus says the Lord, your God",225,Matt 6.7-15,,,393,"Ps 34.3-4, 5-6, 15-16, 17-18",When the disciples had gathered around Jesus on the hillside,Lent 1 Tuesday,
I/II,weekday_a_full.txt,Lent,unverified,Wednesday,"A broken, humbled heart, O God, you will not scorn.",Joel 2; 12-13,Jonah 3.1-10,,,"If the acclamation is not sung, it is omitted. With all your heart turn to me, for I am tender and compassionate.",1,"The word of the Lord came to Jonah at second time, saying",226,Luke 11.29-32,,,395,"Ps 51.1-2, 10-11, 16-17","When the crowds were increasing, Jesus began to say",Lent 1 Wednesday,
I/II,weekday_a_full.txt,Lent,unverified,Friday,Remember the marvels the Lord has done.,John 3.16,"Gen 37.3-4, 12-13a, 17b-28",,,"If the acclamation is not sung, it is omitted. God loved the world so much, he gave us his only Son, that all who believe in him might have eternal life.",2,Israel loved Joseph more than any other of his children,234,"Matt 21.33-43, 45-46",,,412,"Ps 105.16-17, 18-19, 20-21",Jesus entered the temple,Lent 2 Friday,
I/II,weekday_a_full.txt,Lent,unverified,Monday,"Lord, do not deal with us as our sins deserve.","John 6.63b,68b","Dan 9.3, 4b-10",,,"If the acclamation is not sung, it is omitted. Your words, Lord, are spirit and life; you have the words of everlasting life.",2,"I, Daniel, turned to the Lord God",230,Luke 6.36-38,,,403,"Ps 79.8, 9, 11+13",Jesus said to his disciples,Lent 2 Monday,
I/II,weekday_a_full.txt,Lent,unverified,Saturday,The Lord is kind and merciful.,Luke 15.18,"Mic 7.14-15, 18-20",,,"If the acclamation is not sung, it is omitted. I will rise and go to my father and tell him: Father, I have sinned against heaven and against you.",2,Micah prayed to the Lord in these words,235,"Luke 15.1-3, 11-32",,,415,"Ps 103.1-2, 3-4, 9-10, 11-12",Now all the tax collectors and sinners were coming near to listen to Jesus.,Lent 2 Saturday,
I/II,weekday_a_full.txt,Lent,unverified,Thursday,Happy are they who hope in the Lord.,See Luke 8.15,Jer 17.5-10,,,"If the acclamation is not sung, it is omitted. Blessed are they who have kept the word with a generous heart and yield a harvest through perseverance. 406 SECOND WEEK OF LENT",2,Thus says the Lord,233,Luke 16.19-31,,,409,"Ps 1.1-2, 3, 4+6",Jesus told this parable,Lent 2 Thursday,
I/II,weekday_a_full.txt,Lent,unverified,Tuesday,To the upright I will show the saving power of God.,Ezek 18.31,"Isa 1.10, 16-20, 27-28, 31",,,"If the acclamation is not sung, it is omitted. Rid yourselves of all your sins and make a new heart and a new spirit.",2,"The vision of Isaiah, son of Amoz",231,Matt 23.1-12,,,405,"Ps 50.8-9, 16bc-17, 21, 23",Jesus said to the crowds and to his disciples,Lent 2 Tuesday,
I/II,weekday_a_full.txt,Lent,unverified,Wednesday,"Save me, O Lord, in your steadfast love.",John 8.12b,Jer 18.18-20,,,"If the acclamation is not sung, it is omitted. I am the light of the world, says the Lord; whoever follows me will have the light of life.",2,The enemies of the prophet said,233,Matt 20.17-28,,,407,"Ps 31.4-5, 13, 14-15",As Jesus was going up to Jerusalem,Lent 2 Wednesday,
I/II,weekday_a_full.txt,Lent,unverified,Friday,"I am the Lord, your God: hear my voice.",Matt 4.17,Hos 14.1-9,,,"If the acclamation is not sung, it is omitted. Repent, says the Lord; the kingdom of heaven is at hand.",3,Thus says the Lord,241,Mark 12.28b-34,,,435,"Ps 81.5c-7a, 7bc-8, 9-10ab, 13+16",One of the scribes came near and asked Jesus,Lent 3 Friday,
I/II,weekday_a_full.txt,Lent,unverified,Monday,My soul is thirsting for the living God;,"Ps 129.5, 7",2 Kings 5.1-15a,,,"If the acclamation is not sung, it is omitted. I hope in the Lord, I trust in his word; with him there is mercy and fullness of redemption.",3,"Naaman, commander of the army of the king of Aram",237,Luke 4.24-30,,,425,"Ps 42.1-2, 3; 43.3, 4",Jesus came to Nazara and spoke to the people in the synagogue,Lent 3 Monday,
I/II,weekday_a_full.txt,Lent,unverified,Saturday,"It is steadfast love, not sacrifice, that God desires.",Ps 95.8ab,Hos 5.15b - 6.6,,,"If the acclamation is not sung, it is omitted. If today you hear God's voice, harden not your hearts.",3,The Lord says,242,Luke 18.9-14,,,438,"Ps 51.1-2, 16-17, 18-19ab",Jesus told this parable,Lent 3 Saturday,
I/II,weekday_a_full.txt,Lent,unverified,Thursday,"If today you hear God's voice,",Joel 2.12-13,Jer 7.23-28,,,"If the acclamation is not sung, it is omitted. With all your heart turn to me, for I am tender and compassionate.",3,Thus says the Lord,240,Luke 11.14-23,,,433,"Ps 95.1-2, 6-7ab, 7c-9",Jesus was casting out a demon that was mute,Lent 3 Thursday,
I/II,weekday_a_full.txt,Lent,unverified,Tuesday,"Remember your mercies, O Lord.",Joel 2.12-13,"Dan 3.25, 34-43",,,"If the acclamation is not sung, it is omitted. With all your heart turn to me, for I am tender and compassionate.",3,"Azariah, condemned to death by fire",238,Matt 18.21-35,,,428,"Ps 25.4-5a, 6-7, 8-9",Peter came and said to Jesus,Lent 3 Tuesday,
I/II,weekday_a_full.txt,Lent,unverified,Wednesday,"Praise the Lord, Jerusalem.","John 6.63b, 68b","Deut 4.1, 5-9",,,"If the acclamation is not sung, it is omitted. Your words, Lord, are spirit and life; you have the words of everlasting life.",3,Moses spoke to the people,239,Matt 5.17-19,,,431,"Ps 147.12-13, 15-16, 19-20",Jesus went up the mountain,Lent 3 Wednesday,
I/II,weekday_a_full.txt,Lent,unverified,Friday,The Lord is near to broken hearts.,Matt 4.4b,"Wis 2.1a, 12-22",,,"If the acclamation is not sung, it is omitted. No one lives on bread alone, but on every word that comes from the mouth of God.",4,"The ungodly reasoned unsoundly, saying to themselves",248,"John 7.1-2, 10, 25-30",,,456,"Ps 34.16-17, 18-19, 20+22",Jesus went about in Galilee.,Lent 4 Friday,
I/II,weekday_a_full.txt,Lent,unverified,Monday,"I will praise you, Lord,",Amos 5.14,Isa 65.17-21,,,"If the acclamation is not sung, it is omitted. Seek good and not evil so that you may live, and the Lord will be with you.",4,Thus says the Lord,244,John 4.43-54,,,445,"Ps 30.1+3, 4-5, 10+11a+12b",After spending two days in Samaria,Lent 4 Monday,
I/II,weekday_a_full.txt,Lent,unverified,Saturday,"Lord, my God, I take shelter in you.",See Luke 8.15,Jer 11.18-20,,,"If the acclamation is not sung, it is omitted. Blessed are they who have kept the word with a generous heart and yield a harvest through perseverance.",4,Jeremiah cried out in anguish,249,John 7.40-53,,,458,"Ps 7.1-2, 8bc-9, 10-11",Jesus had been teaching in the temple at Jerusalem.,Lent 4 Saturday,
I/II,weekday_a_full.txt,Lent,unverified,Thursday,"Lord, remember us, for the love you bear your people.",John 3.16,Exod 32.7-14,,,"If the acclamation is not sung, it is omitted. God loved the world so much, he gave us his only Son, that all who believe in him might have eternal life.",4,After the Lord God had finished giving the tablets of the covenant,247,"John 5.18, 31-47",,,453,"Ps 106.19-20, 21-22, 23",The Jewish leaders were seeking to kill Jesus,Lent 4 Thursday,
I/II,weekday_a_full.txt,Lent,unverified,Tuesday,The mighty Lord is our refuge.++,"Ps 51.10a, 12a","Ezek 47.1-9, 12",,,"If the acclamation is not sung, it is omitted. Create a clean heart in me, O God; give back to me the joy of your salvation.",4,In the midst of the vision I received from the Lord,245,John 5.1-16,,,447,"Ps 46.1-2, 4-5, 7-8","There was a festival of the Jews, and Jesus went up to Jerusalem.",Lent 4 Tuesday,
I/II,weekday_a_full.txt,Lent,unverified,Wednesday,The Lord is kind and merciful.,"John 11.25a, 26",Isa 49.8-15,,,"If the acclamation is not sung, it is omitted. I am the resurrection and the life, says the Lord; whoever believes in me will not die for ever.",4,Thus says the Lord to his servant,246,John 5.16-30,,,450,"Ps 145.8-9, 13cd-14, 17-18",Jesus healed a man who was paralyzed on the Sabbath.,Lent 4 Wednesday,
I/II,weekday_a_full.txt,Lent,unverified,Friday,"In my distress I called upon the Lord,","John 63b, 68b","Jer 20.7, 10-13",,,"If the acclamation is not sung, it is omitted. Your words, Lord, are spirit and life; you have the words of everlasting life. FRIDAY 481",5,In distress Jeremiah raised his voice to the Lord.,255,John 10.31-42,,,484,"Ps 18.1-2ab, 2c-3, 4-5, 6",The Jews took up stones to stone him.,Lent 5 Friday,
I/II,weekday_a_full.txt,Lent,unverified,Monday,"Though I walk in the valley of darkness,","John 11.25, 26","(s h o r te r ) Daniel 13.2, 4-6, 8, 15-16, 19-23, 28, 41-46, 48-64",,,"If the acclamation is not sung, it is omitted. I do not wish the sinner to die, says the Lord, but to turn to me and live.",5,There was a man living in Babylon whose name was Joakim.,251,John 8.12-20,,,467,"Ps 23.1-3a, 3b-4, 5, 6",Jesus went to the Mount of Olives.,Lent 5 Monday,
I/II,weekday_a_full.txt,Lent,unverified,Saturday,,Ezek 18:31,Ezek 37.21-28,,,"If the acclamation is not sung, it is omitted. Rid yourselves of all your sins and make a new heart and a new spirit.",5,,256,John 11.45-57,,,487,,Many of the Jews who had come with Mary,Lent 5 Saturday,
I/II,weekday_a_full.txt,Lent,unverified,Thursday,The Lord remembers his covenant forever.,Ps 95.8ab,Gen 17.3-9,,,"If the acclamation is not sung, it is omitted. If today you hear God's voice, harden not your hearts.",5,When Abram was ninety-nine years old,254,John 8.51-59,,,482,"Ps 105.4-5, 6-7, 8-9",Jesus said to the people,Lent 5 Thursday,
I/II,weekday_a_full.txt,Lent,unverified,Tuesday,"O Lord, hear my prayer,",,Num 21.4-9,,,,5,From Mount Hor the Israelites set out by the way to the Red Sea,252,John 8.21-30,,,476,"Ps 102.1-2, 15-17, 18-20",Jesus said to the people,Lent 5 Tuesday,
I/II,weekday_a_full.txt,Lent,unverified,Wednesday,,See Luke 8:15,"Dan 3.13-20, 24, 49-50, 91-95",,,"If the acclamation is not sung, it is omitted. Blessed are they who have kept the word with a generous heart and yield a harvest through perseverance.",5,Nebuchadnezzar in furious rage,253,John 8.31-42,,,478,,Jesus said to the Jews who had believed in him,Lent 5 Wednesday,
I/II,weekday_a_full.txt,Lent,unverified,Ash Wednesday,"Be merciful, O Lord, for we have sinned.",Ps 95.7-8,Joel 2.12-18,,,"If the acclamation is not sung, it is omitted. If today you hear God's voice, harden not your hearts.",9,"""Even now,"" says the Lord",219,"Matt 6.1-6, 16-18",,2 Corinthians 5.20 - 6.2,378,"Ps 51.1-2, 3-4a, 10-11, 12+15",Jesus said to the disciples,Lent 9 Ash Wednesday,We are ambassadors for Christ
I/II,weekday_a_full.txt,Lent,unverified,Friday,"A broken, humbled heart, O God, you will not scorn.",Amos 5.14,Isa 58.1-9a,,,"If the acclamation is not sung, it is omitted. Seek good and not evil so that you may live, and the Lord will be with you. 380 WEEKDAYS BEFORE FIRST WEEK OF LENT",9,"Shout out, do not hold back!",221,Matt 9.14-15,,,383,"Ps 51.1-2, 3-4a, 16-17","The disciples of John came to Jesus, saying",Lent 9 Friday,
I/II,weekday_a_full.txt,Lent,unverified,Saturday,"Teach me your way, O Lord.++",Ezek 33.11,Isa 58.9b-14,,,"If the acclamation is not sung, it is omitted. I do not wish the sinner to die, says the Lord, but to turn to me and live. 382 WEEKDAYS BEFORE FIRST WEEK OF LENT",9,Thus says the Lord,222,Luke 5.27-32,,,385,"Ps 86.1-2ab, 2c-4, 5-6",After healing a man who was paralyzed,Lent 9 Saturday,
I/II,weekday_a_full.txt,Lent,unverified,Thursday,Happy are they who hope in the Lord.,Matt 4.17,Deut 30.15-20,,,"If the acclamation is not sung, it is omitted. Repent, says the Lord; the kingdom of heaven is at hand.",9,"Moses spoke to the whole people of Israel, saying",220,Luke 9.22-25,,,381,"Ps 1. 1-2, 3, 4-6",Jesus spoke to his disciples,Lent 9 Thursday,
I,weekday_b_full.txt,Ordinary Time,unverified,Friday,"To you, Lord, I will offer a sacrifice of praise.",Philippians 2.15-16,2 Corinthians 4.7-15,,,Shine on the world like bright stars; you are offering it the word of life.,10,Brothers and sisters,363,Matt 5.27-32,,,75,"Ps 116.10-11, 15-16, 17-18",Jesus said to his disciples,Ordinary Time 10 Friday,
II,weekday_b_full.txt,Ordinary Time,unverified,Friday,"I long to see your face, O Lord.",Philippians 2.15-16,"1 Kings 19.9a, 11-16",,,Shine on the world like bright stars; you are offering it the word of life.,10,When Elijah reached Horeb the mount of God,363,Matt 5.27-32,,,499,"Ps 27.7-8a, 8b-9abc, 13-14",Jesus said to his disciples,Ordinary Time 10 Friday,
I,weekday_b_full.txt,Ordinary Time,unverified,Monday,Taste and see the goodness of the Lord.,Matt 5.12a,2 Corinthians 1.1-7,,,Rejoice and be glad: your reward will be great in heaven.,10,"From Paul, an apostle of Christ Jesus by the will of God",359,Matt 5.1-12,,,67,"Ps 34.1-2, 3-4, 5-6, 7-8","When Jesus saw the crowds, he went up the mountain",Ordinary Time 10 Monday,
